Species, Module #, Module name,,,,,,,,,,,,,,,,,,,,,,,
Iolana iolas,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Iophanus pyrrhias,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Iphiclides podalirius,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ipidecla miadora,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Iraota rochana,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Iratsume orsedice,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Iridana perdita,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Isma bononia,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Isoteinon lamprospilus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Issoria baumanni,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Issoria lathonia,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ithomia drymo,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ithomia patilla,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ixias pyrene,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Jacoona anasuja,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Jalmenus evagoras,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Jameela palmyra,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Jamides bochus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Japonica saepestriata,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Jemadia pseudognetus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Juditha caucana,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Junea doraete,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Junonia coenia,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Junonia natalica,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Kallima limborgii,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Kallima paralekta,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Kallimoides rumia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Kaniska canace,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Kedestes barberae,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Kirinia epimenides,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Kisutam syllis,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Kolana ligurina,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Kretania psylorita,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Kricogonia lyside,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lachnocnema bibulus,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Lachnoptera ayresii,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Laeosopis roboris,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Lampides boeticus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lamprolenis nitida,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lamproptera curius,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Lamproptera meges,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Laothus barajo,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Lasaia agesilas,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lasaia sula,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lasiommata megera,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lebadea martha,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lemonias zygia,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leodonta tellane,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lepella lepeletier,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lepidochrysops patricia,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leptalina unicolor,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leptidea juvernica,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leptidea reali,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leptidea sinapis,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leptomyrina gorgias,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leptophobia eleone,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leptosia alcesta,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leptotes cassius,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Lerema accius,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lerodea eufala,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lethe anthedon,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Lethe dura,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lethe europa,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lethe rohria,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leucantigius atayalica,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leucidia brephos,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leucochimona icare,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Leucochitonea levubu,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lexias aeropa,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Libythea celtis,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Libythea lepita,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lieinix nemesis,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Limenitis arthemis,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Limenitis cottini,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Limenitis populi,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Limenitis sulpitia,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lipaphnaeus aderna,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Liphyra brassolis,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lobotractus valeriana,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Logania malayica,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Lon zabulon,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lasiommata deidamia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Losaria coon,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Losaria neptunus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Lotongus calathus,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Loxura atymnus,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lucia limbaria,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lucinia cadma,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Luehdorfia japonica,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Luehdorfia puziloi,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Luthrodes cleotas,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lycaena hippothoe,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lycas argentea,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lychnuchoides ozias,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lycorea halia,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Lysandra coridon,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Macrosoma hyacinthina,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Macrosoma rubedinaria,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Macrosoma tipulata,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Magnastigma hirsuta,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Magneuptychia alcinoe,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Magneuptychia libye,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Magneuptychia ocnus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mahathala ameria,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Manataria maculata,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mandarinia regalis,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Maniola jurtina,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Manto hypoleuca,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Marpesia eleuchea,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Matapa aria,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mathania aureomaculata,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Maurus vogelii,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mcclungia cymo,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Meandrusa lachinus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Mechanitis lysimnia,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mechanitis polymnia,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Megathymus streckeri,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Megathymus ursus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Megathymus yuccae,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Megeuptychia antonoe,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Megisba malaya,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Megisto cymela,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melampias huebneri,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melanargia galathea,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melanis pixe,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melanitis leda,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melanocyma faunula,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melanolycaena altimontana,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melete lycimnia,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melinaea menophilus,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melitaea cinxia,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melphinyet flavina,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Melphinyet tarace,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Memphis pithyusa,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mesene croceella,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mesene phareus,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mesodina halyzia,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Mesosemia grandis,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mesoxantha ethosea,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mestra dorcas,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Metacharis umbrata,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Metamorpha elissa,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Methona themisto,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Metisella metis,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Meza meza,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Michaelus ira,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Microceris iphinous,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Microceris patrobas,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Microceris scylla,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Microceris variicolor,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Microtia elva,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Miletus symethus,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Mimathyma chevana,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mimeresia libentina,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mimoides xynias,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Mimoniades ocyalus,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Ministrymon leda,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Minois dryas,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mnasilus allubita,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Moduza procris,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Moeros moeros,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Monza punctata,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Morpho helenor,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Morphopsis albertisi,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Morvina morvus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Morys compta,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mota massyla,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Motasingha trimaculata,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Muschampia lavatherae,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mycalesis francisca,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mygona irmina,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mylothris chloris,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Myrina silenus,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Myscelia cyaniris,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Myscelia orsis,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Myscelus amystis,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Myscelus epimachia,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Myscelus nobilis,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Mysoria barcastus,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nabokovia faga,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nacaduba kurava,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Napaea eucharila,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Napeocles jucunda,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Narcosius colossus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Narope sutor,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nascus phocus,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nastra julia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nathalis iole,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neaveia lamborni,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Neita neita,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nelia nemyroides,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neocoenyra duplex,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neohesperilla croceus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neohesperilla xanthomera,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neolucia agricola,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neolysandra diana,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neominois ridingsii,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neomyrina nivea,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neonympha areolatus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neophasia menapia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neopithecops zalmora,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Neorina crishna,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neoxeniades braesia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neozephyrus japonica,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neozephyrus orientalis,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Neptidopsis ophione,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neptis sappho,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Neruda aoede,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Nesoxenica leprea,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nessaea aglaura,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Netrobalane canopus,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Netrocoryne repanda,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Neurellipes lusones,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nica flavilla,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ninguta schrenkii,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Niphanda fusca,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Noctuana haematospila,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nosea hainanensis,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Notheme erota,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nothodanis schaeffera,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Notocrypta curvifascia,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Notocrypta feisthamelii,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nyctelius nyctelius,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nymphalis antiopa,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nymphalis xanthomelas,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nymphidium caricae,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Nymphidium onaeum,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oarisma garita,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oboronia punctatus,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ocaria ocrisia,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ochlodes sylvanoides,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ocybadistes flavovittata,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ocybadistes walkeri,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Odina hieroglyphica,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Odontoptilum angulata,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oeneis norna,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oenomaus ortygnus,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oerane microthyrus,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ogyris amaryllis,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oleria aquata,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oligoria maculata,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Olyras crathis,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Onophas columbaria,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Opoptera aorsa,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Opsiphanes tamarindi,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Optimandes eugenia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Orachrysops niobe,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oraidium barberae,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oreisplanus munionga,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oreixenica lathoniella,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oressinoma typhla,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oriens gola,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Orinoma damaris,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ornithoptera richmondia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Orphe gerasa,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Orses cynisca,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Orsotriaena medus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ortilia liriope,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Osmodes laronia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oxynetra stangelandi,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Oxynthes corusca,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pachliopta aristolochiae,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pachliopta kotzebuea,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pachythone gigas,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pachythone xanthe,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Pagyris cymothoe,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Palaeonympha opalina,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Palla ussheri,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Panacea procilla,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pandita sinope,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Panoquina lucas,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Panoquina ocola,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Panoquina panoquin,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Panthiades hebraeus,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pantoporia hordonia,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Panyapedaliodes drymaea,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Papias subcostulata,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Papilio alexanor,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio ambrax,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Papilio aristodemus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio clytia,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio cresphontes,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio deiphobus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio elwesi,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio gigon,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio glaucus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio joanae,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio machaon,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio memnon,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio phestus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio polytes,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio polyxenes,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio protenor,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio slateri,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio thoas,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio troilus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio xuthus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Papilio zelicaon,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Paracarystus hypargyra,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parachoranthus magdalia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Paralethe dendrophilus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Paralucia pyrodiscus,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Paramacera xicaque,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Paramimus scurra,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parantica aglea,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Parantica sita,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Pararge aegeria,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parasarpa daraxa,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Paratisiphone lyrnessa,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Paratrytone snowi,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pardaleodes edipus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pardaleodes incerta,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pardopsis punctatissima,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parelbella ahira,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Parelbella macleannani,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Pareronia valeria,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pareuptychia hesionides,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pareuptychia ocirrhoe,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parides agavus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parides eurimedes,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parides photinus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parnara apostata,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
