Sp_Idmarch,scientific_name,Genus,Species,Flag,valid name,genomic
13633,Scolitantides baton,Scolitantides,baton,Valid Name,Scolitantides baton,"COI_trnL_COII, EF-1a, Wgl"
13634,Scolitantides bavius,Scolitantides,bavius,Valid Name,Scolitantides bavius,"COI_trnL_COII, EF-1a, Wgl"
13635,Scolitantides orion,Scolitantides,orion,Valid Name,Scolitantides orion,"COI_trnL_COII, EF-1a, Wgl"
13636,Scolitantides panope,Scolitantides,panope,Not Found,,
13637,Scolitantides panoptes,Scolitantides,panoptes,Not Found,,
13638,Scolitantides sinaicus,Scolitantides,sinaicus,Valid Name,Scolitantides sinaicus,
13639,Scolitantides vicrama,Scolitantides,vicrama,Valid Name,Scolitantides vicrama,"COI_trnL_COII, EF-1a, Wgl"
13640,Scoparia basalis,Scoparia,basalis,Not Found,,
13641,Scoparia biplagialis,Scoparia,biplagialis,Not Found,,
13642,Scopula cacuminaria,Scopula,cacuminaria,Not Found,,
13643,Scopula frigidaria,Scopula,frigidaria,Not Found,,
13644,Scopula inductata,Scopula,inductata,Not Found,,
13645,Scopula junctaria,Scopula,junctaria,Not Found,,
13646,Scopula limboundata,Scopula,limboundata,Not Found,,
13647,Scopula quadrilineata,Scopula,quadrilineata,Not Found,,
13648,Sea sophronia,Sea,sophronia,Valid Name,Sea sophronia,
13649,Sebaldia busirus,Sebaldia,busirus,Not Found,,
13650,Sebastonyma dolopia,Sebastonyma,dolopia,Valid Name,Sebastonyma dolopia,
13651,Sebastonyma medoensis,Sebastonyma,medoensis,Valid Name,Sebastonyma medoensis,
13652,Sebastonyma pudens,Sebastonyma,pudens,Valid Name,Sebastonyma pudens,
13653,Sebastonyma suthepiana,Sebastonyma,suthepiana,Valid Name,Sebastonyma suthepiana,
13654,Seco aphanis,Seco,aphanis,Valid Name,Seco aphanis,
13655,Selenarctia elissa,Selenarctia,elissa,Not Found,,
13656,Selenarctia schausi,Selenarctia,schausi,Not Found,,
13657,Selenia alciphearia,Selenia,alciphearia,Not Found,,
13658,Selenia kentaria,Selenia,kentaria,Not Found,,
13659,Selenophanes cassiope,Selenophanes,cassiope,Valid Name,Selenophanes cassiope,"COI_trnL_COII, EF-1a, RpS5, Wgl"
13660,Semalea arela,Semalea,arela,Valid Name,Semalea arela,
13661,Semalea atrio,Semalea,atrio,Valid Name,Semalea atrio,
13662,Semalea kola,Semalea,kola,Valid Name,Semalea kola,
13663,Semalea proxima,Semalea,proxima,Not Found,,
13664,Semalea pulvina,Semalea,pulvina,Valid Name,Semalea pulvina,
13665,Semalea scapa,Semalea,scapa,Synonym,Papias dictys,
13666,Semalea sextilis,Semalea,sextilis,Valid Name,Semalea sextilis,
13667,Semanga superba,Semanga,superba,Valid Name,Semanga superba,"CAD, COI_trnL_COII, EF-1a, Wgl"
13668,Semioscopis aurorella,Semioscopis,aurorella,Not Found,,
13669,Semioscopis mornata,Semioscopis,mornata,Not Found,,
13670,Semomesia alyattes,Semomesia,alyattes,Valid Name,Semomesia alyattes,
13671,Semomesia capaena,Semomesia,capaena,Not Found,,
13672,Semomesia croesus,Semomesia,croesus,Valid Name,Semomesia croesus,"CAD, COI_trnL_COII, EF-1a, Wgl"
13673,Semomesia geminus,Semomesia,geminus,Valid Name,Semomesia geminus,
13674,Semomesia macaris,Semomesia,macaris,Valid Name,Semomesia macaris,
13675,Semomesia marisa,Semomesia,marisa,Valid Name,Semomesia marisa,
13676,Semomesia nesti,Semomesia,nesti,Valid Name,Semomesia nesti,"COI_trnL_COII, EF-1a, Wgl"
13677,Semomesia tenella,Semomesia,tenella,Valid Name,Semomesia tenella,
13678,Semomesia wallacei,Semomesia,wallacei,Valid Name,Semomesia wallacei,
13679,Semonina ares,Semonina,ares,Valid Name,Semonina ares,
13680,Semperium leptogramma,Semperium,leptogramma,Valid Name,Semperium leptogramma,
13681,Sephisa chandra,Sephisa,chandra,Valid Name,Sephisa chandra,"COI_trnL_COII, EF-1a"
13682,Sephisa daimio,Sephisa,daimio,Valid Name,Sephisa daimio,
13683,Sephisa dichroa,Sephisa,dichroa,Valid Name,Sephisa dichroa,"ArgKin, COI_trnL_COII, EF-1a, GAPDH, MDH, Wgl"
13684,Sephisa princeps,Sephisa,princeps,Valid Name,Sephisa princeps,"COI_trnL_COII, EF-1a"
13685,Sepona punctata,Sepona,punctata,Not Found,,
13686,Sericinus montela,Sericinus,montela,Valid Name,Sericinus montela,"COI_trnL_COII, EF-1a, Wgl"
13687,Serradinga bowkeri,Serradinga,bowkeri,Valid Name,Serradinga bowkeri,"COI_trnL_COII, EF-1a, Wgl"
13688,Serradinga clarki,Serradinga,clarki,Valid Name,Serradinga clarki,
13689,Serradinga kammanassiensis,Serradinga,kammanassiensis,Valid Name,Serradinga kammanassiensis,
13690,Seseria affinis,Seseria,affinis,Valid Name,Seseria affinis,
13691,Seseria dohertyi,Seseria,dohertyi,Valid Name,Seseria dohertyi,
13692,Seseria formosana,Seseria,formosana,Valid Name,Seseria formosana,
13693,Seseria sambara,Seseria,sambara,Valid Name,Seseria sambara,
13694,Seseria sesame,Seseria,sesame,Valid Name,Seseria sesame,
13695,Seseria strigata,Seseria,strigata,Valid Name,Seseria strigata,
13696,Sesia apiformus,Sesia,apiformus,Not Found,,
13697,Sesia tibiale,Sesia,tibiale,Not Found,,
13698,Setabis alcmaeon,Setabis,alcmaeon,Not Found,,
13699,Setabis cleomedes,Setabis,cleomedes,Not Found,,
13700,Setabis cruentata,Setabis,cruentata,Not Found,,
13701,Setabis disparilis,Setabis,disparilis,Valid Name,Setabis disparilis,
13702,Setabis epitus,Setabis,epitus,Valid Name,Setabis epitus,
13703,Setabis extensa,Setabis,extensa,Not Found,,
13704,Setabis heliodora,Setabis,heliodora,Valid Name,Setabis heliodora,
13705,Setabis lagus,Setabis,lagus,Valid Name,Setabis lagus,
13706,Setabis luceres,Setabis,luceres,Not Found,,
13707,Setabis myrtis,Setabis,myrtis,Valid Name,Setabis myrtis,
13708,Setabis pythia,Setabis,pythia,Not Found,,
13709,Setabis pythioides,Setabis,pythioides,Valid Name,Setabis pythioides,
13710,Setabis serica,Setabis,serica,Valid Name,Setabis serica,
13711,Setabis staudingeri,Setabis,staudingeri,Not Found,,
13712,Setabis tapaja,Setabis,tapaja,Not Found,,
13713,Setabis velutina,Setabis,velutina,Valid Name,Setabis velutina,
13714,Sevenia amazoula,Sevenia,amazoula,Valid Name,Sevenia amazoula,
13715,Sevenia amulia,Sevenia,amulia,Valid Name,Sevenia amulia,
13716,Sevenia benguelae,Sevenia,benguelae,Valid Name,Sevenia benguelae,
13717,Sevenia boisduvali,Sevenia,boisduvali,Valid Name,Sevenia boisduvali,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
13718,Sevenia consors,Sevenia,consors,Valid Name,Sevenia consors,
13719,Sevenia dubiosa,Sevenia,dubiosa,Valid Name,Sevenia dubiosa,
13720,Sevenia garega,Sevenia,garega,Valid Name,Sevenia garega,
13721,Sevenia howensis,Sevenia,howensis,Valid Name,Sevenia howensis,
13722,Sevenia madagascariensis,Sevenia,madagascariensis,Valid Name,Sevenia madagascariensis,
13723,Sevenia morantii,Sevenia,morantii,Valid Name,Sevenia morantii,
13724,Sevenia natalensis,Sevenia,natalensis,Valid Name,Sevenia natalensis,
13725,Sevenia occidentalium,Sevenia,occidentalium,Valid Name,Sevenia occidentalium,
13726,Sevenia pechueli,Sevenia,pechueli,Not Found,,
13727,Sevenia pseudotrimeni,Sevenia,pseudotrimeni,Valid Name,Sevenia pseudotrimeni,
13728,Sevenia rosa,Sevenia,rosa,Valid Name,Sevenia rosa,
13729,Sevenia trimeni,Sevenia,trimeni,Valid Name,Sevenia trimeni,
13730,Sevenia umbrina,Sevenia,umbrina,Valid Name,Sevenia umbrina,
13731,Sevthris limbella,Sevthris,limbella,Not Found,,
13732,Seyeria atlantis,Seyeria,atlantis,Not Found,,
13733,Seyeria callippe,Seyeria,callippe,Not Found,,
13734,Seyeria edwardsii,Seyeria,edwardsii,Not Found,,
13735,Seyeria hesperis,Seyeria,hesperis,Not Found,,
13736,Seyeria mormonia,Seyeria,mormonia,Not Found,,
13737,Shaanxiana takashimai,Shaanxiana,takashimai,Valid Name,Shaanxiana takashimai,
13738,Shibataniozephyrus lijinae,Shibataniozephyrus,lijinae,Not Found,,
13739,Shijimaeoides divina,Shijimaeoides,divina,Not Found,,
13740,Shijimia moorei,Shijimia,moorei,Not Found,,
13741,Shirozua jonasi,Shirozua,jonasi,Valid Name,Shirozua jonasi,
13742,Shirozua melpomene,Shirozua,melpomene,Valid Name,Shirozua melpomene,
13743,Shirozuozephyrus bhutanensis,Shirozuozephyrus,bhutanensis,Not Found,,
13744,Shirozuozephyrus jakamensis,Shirozuozephyrus,jakamensis,Not Found,,
13745,Shirozuozephyrus khasia,Shirozuozephyrus,khasia,Not Found,,
13746,Shirozuozephyrus kirbariensis,Shirozuozephyrus,kirbariensis,Not Found,,
13747,Shirozuozephyrus paona,Shirozuozephyrus,paona,Not Found,,
13748,Shizuyaozephyrus kyokoae,Shizuyaozephyrus,kyokoae,Valid Name,Shizuyaozephyrus kyokoae,
13749,Sibataniozephyrus kuafui,Sibataniozephyrus,kuafui,Valid Name,Sibataniozephyrus kuafui,
13750,Sibataniozephyrus lijinae,Sibataniozephyrus,lijinae,Valid Name,Sibataniozephyrus lijinae,
13751,Sicya macularia,Sicya,macularia,Not Found,,
13752,Sideridis congermana,Sideridis,congermana,Not Found,,
13753,Sideridis rosea,Sideridis,rosea,Not Found,,
13754,Siderone galanthis,Siderone,galanthis,Valid Name,Siderone galanthis,"CAD, COI_trnL_COII, EF-1a, IDH, MDH, RpS5, Wgl"
13755,Siderone syntyche,Siderone,syntyche,Valid Name,Siderone syntyche,
13756,Siderone thebais,Siderone,thebais,Not Found,,
13757,Siderus athymbra,Siderus,athymbra,Valid Name,Siderus athymbra,
13758,Siderus eliatha,Siderus,eliatha,Valid Name,Siderus eliatha,
13759,Siderus giapor,Siderus,giapor,Valid Name,Siderus giapor,
13760,Siderus leucophaeus,Siderus,leucophaeus,Valid Name,Siderus leucophaeus,
13761,Siderus philinna,Siderus,philinna,Valid Name,Siderus philinna,COI_trnL_COII
13762,Siderus tephraeus,Siderus,tephraeus,Not Found,,
13763,Sidima murayamai,Sidima,murayamai,Valid Name,Sidima murayamai,
13764,Signeta flammeata,Signeta,flammeata,Valid Name,Signeta flammeata,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
13765,Signeta tymbophora,Signeta,tymbophora,Valid Name,Signeta tymbophora,COI_trnL_COII
13766,Simiskina pasira,Simiskina,pasira,Valid Name,Simiskina pasira,
13767,Simiskina pediada,Simiskina,pediada,Valid Name,Simiskina pediada,COI_trnL_COII
13768,Simiskina phalena,Simiskina,phalena,Valid Name,Simiskina phalena,
13769,Simiskina phalerta,Simiskina,phalerta,Not Found,,
13770,Simiskina phalia,Simiskina,phalia,Valid Name,Simiskina phalia,
13771,Simiskina pharyge,Simiskina,pharyge,Valid Name,Simiskina pharyge,
13772,Simiskina pheretia,Simiskina,pheretia,Valid Name,Simiskina pheretia,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
13773,Simiskina philura,Simiskina,philura,Valid Name,Simiskina philura,
13774,Simiskina proxima,Simiskina,proxima,Valid Name,Simiskina proxima,
13775,Simiskina sibatika,Simiskina,sibatika,Valid Name,Simiskina sibatika,
13776,Simyra insularis,Simyra,insularis,Not Found,,
13777,Sinthusa chandrana,Sinthusa,chandrana,Valid Name,Sinthusa chandrana,
13778,Sinthusa makikoae,Sinthusa,makikoae,Valid Name,Sinthusa makikoae,
13779,Sinthusa malika,Sinthusa,malika,Valid Name,Sinthusa malika,
13780,Sinthusa mindanensis,Sinthusa,mindanensis,Valid Name,Sinthusa mindanensis,
13781,Sinthusa nasaka,Sinthusa,nasaka,Valid Name,Sinthusa nasaka,
13782,Sinthusa natsumiae,Sinthusa,natsumiae,Valid Name,Sinthusa natsumiae,
13783,Sinthusa peregrinus,Sinthusa,peregrinus,Valid Name,Sinthusa peregrinus,
13784,Sinthusa privata,Sinthusa,privata,Valid Name,Sinthusa privata,
13785,Siproeta epaphus,Siproeta,epaphus,Valid Name,Siproeta epaphus,"COI_trnL_COII, EF-1a, Wgl"
13786,Siproeta epephus,Siproeta,epephus,Not Found,,
13787,Siproeta stelenes,Siproeta,stelenes,Valid Name,Siproeta stelenes,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
13788,Sithon micea,Sithon,micea,Not Found,,
13789,Sithon nedymond,Sithon,nedymond,Valid Name,Sithon nedymond,COI_trnL_COII
13790,Sitochroa palealis,Sitochroa,palealis,Not Found,,
13791,Smerina manoro,Smerina,manoro,Valid Name,Smerina manoro,
13792,Smerinthuscerisyi ONE-EYEDSPHINX,Smerinthuscerisyi,ONE-EYEDSPHINX,Not Found,,
13793,Smerinthus jamaicensis,Smerinthus,jamaicensis,Not Found,,
13794,Smyrna blomfildia,Smyrna,blomfildia,Valid Name,Smyrna blomfildia,"ArgKin, CAD, COI_trnL_COII, DDC, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
13795,Smyrna karwinskii,Smyrna,karwinskii,Valid Name,Smyrna karwinskii,
13796,Solomona sutakiki,Solomona,sutakiki,Valid Name,Solomona sutakiki,
13797,Sonia canadana,Sonia,canadana,Not Found,,
13798,Sophista aristoteles,Sophista,aristoteles,Valid Name,Sophista aristoteles,
13799,Sophista latifasciata,Sophista,latifasciata,Valid Name,Sophista latifasciata,
13800,Sophista spectrum,Sophista,spectrum,Not Found,,
13801,Sostrata bifasciata,Sostrata,bifasciata,Valid Name,Sostrata bifasciata,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
13802,Sostrata cronion,Sostrata,cronion,Valid Name,Sostrata cronion,
13803,Sostrata festiva,Sostrata,festiva,Valid Name,Sostrata festiva,
13804,Sostrata nordica,Sostrata,nordica,Valid Name,Sostrata nordica,
13805,Sostrata pusilla,Sostrata,pusilla,Valid Name,Sostrata pusilla,COI_trnL_COII
13806,Sovia albipecta,Sovia,albipecta,Not Found,,
13807,Sovia grahami,Sovia,grahami,Valid Name,Sovia grahami,
13808,Sovia lucasii,Sovia,lucasii,Valid Name,Sovia lucasii,
13809,Spaelotis clandestina,Spaelotis,clandestina,Not Found,,
13810,Spalgis asmus,Spalgis,asmus,Valid Name,Spalgis asmus,
13811,Spalgis epeus,Spalgis,epeus,Valid Name,Spalgis epeus,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
13812,Spalgis epius,Spalgis,epius,Not Found,,
13813,Spalgis jacksoni,Spalgis,jacksoni,Valid Name,Spalgis jacksoni,
13814,Spalgis lemolea,Spalgis,lemolea,Valid Name,Spalgis lemolea,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
13815,Spalgis Species,Spalgis,Species,Not Found,,
13816,Spalgis takanamii,Spalgis,takanamii,Valid Name,Spalgis takanamii,
13817,Spalgis tintinga,Spalgis,tintinga,Valid Name,Spalgis tintinga,
13818,Spalia galba,Spalia,galba,Not Found,,
13819,Spargaloma sexpunctata,Spargaloma,sexpunctata,Not Found,,
13820,Spargania magnoliata,Spargania,magnoliata,Not Found,,
13821,Sparganothis sulphureana,Sparganothis,sulphureana,Not Found,,
13822,Sparganothis tristriata,Sparganothis,tristriata,Not Found,,
13823,Sparganothis unifasciana,Sparganothis,unifasciana,Not Found,,
13824,Spathilepia clonius,Spathilepia,clonius,Valid Name,Spathilepia clonius,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
13825,Speculum speculum,Speculum,speculum,Valid Name,Speculum speculum,
13826,Speranza bitactata,Speranza,bitactata,Not Found,,
13827,Speranza brunneata,Speranza,brunneata,Not Found,,
13828,Speranza coortaria,Speranza,coortaria,Not Found,,
13829,Speranza exauspicata,Speranza,exauspicata,Not Found,,
13830,Speranza pustularia,Speranza,pustularia,Not Found,,
13831,Speranza ribearia,Speranza,ribearia,Not Found,,
13832,Speranza subcessaria,Speranza,subcessaria,Not Found,,
13833,Speranza sulphurea,Speranza,sulphurea,Not Found,,
13834,Speryeria hesperis,Speryeria,hesperis,Not Found,,
13835,Speyena aglaja,Speyena,aglaja,Not Found,,
13836,Speyeria adiaste,Speyeria,adiaste,Not Found,,
13837,Speyeria aglaja,Speyeria,aglaja,Not Found,,
13838,Speyeria aphrodite,Speyeria,aphrodite,Not Found,,
13839,Speyeria atlantis,Speyeria,atlantis,Not Found,,
13840,Speyeria calippe,Speyeria,calippe,Not Found,,
13841,Speyeria callippe,Speyeria,callippe,Not Found,,
13842,Speyeria carolae,Speyeria,carolae,Not Found,,
13843,Speyeria coronis,Speyeria,coronis,Not Found,,
13844,Speyeria cybele,Speyeria,cybele,Not Found,,
13845,Speyeria diana,Speyeria,diana,Not Found,,
13846,Speyeria edwardsii,Speyeria,edwardsii,Not Found,,
13847,Speyeria egleis,Speyeria,egleis,Not Found,,
13848,Speyeria electa,Speyeria,electa,Not Found,,
13849,Speyeria hesperis,Speyeria,hesperis,Not Found,,
13850,Speyeria hydaspe,Speyeria,hydaspe,Not Found,,
13851,Speyeria idalia,Speyeria,idalia,Not Found,,
13852,Speyeria mormonia,Speyeria,mormonia,Not Found,,
13853,Speyeria nokomis,Speyeria,nokomis,Not Found,,
13854,Speyeria zerene,Speyeria,zerene,Not Found,,
13855,Sphecodina abbottii,Sphecodina,abbottii,Not Found,,
13856,Sphinx canadensis,Sphinx,canadensis,Not Found,,
13857,Sphinx chersis,Sphinx,chersis,Not Found,,
13858,Sphinx drupiferarum,Sphinx,drupiferarum,Not Found,,
13859,Sphinx kalmiae,Sphinx,kalmiae,Not Found,,
13860,Sphinx luscitiosa,Sphinx,luscitiosa,Not Found,,
13861,Sphinx poecila,Sphinx,poecila,Not Found,,
13862,Spialia abscondita,Spialia,abscondita,Not Found,,
13863,Spialia agylla,Spialia,agylla,Valid Name,Spialia agylla,
13864,Spialia asterodia,Spialia,asterodia,Valid Name,Spialia asterodia,
13865,Spialia colotes,Spialia,colotes,Valid Name,Spialia colotes,COI_trnL_COII
13866,Spialia confusa,Spialia,confusa,Valid Name,Spialia confusa,
13867,Spialia delagoae,Spialia,delagoae,Valid Name,Spialia delagoae,
13868,Spialia dimous,Spialia,dimous,Not Found,,
13869,Spialia diomus,Spialia,diomus,Valid Name,Spialia diomus,
13870,Spialia doris,Spialia,doris,Valid Name,Spialia doris,
13871,Spialia dremus,Spialia,dremus,Not Found,,
13872,Spialia dromus,Spialia,dromus,Valid Name,Spialia dromus,"COI_trnL_COII, Wgl"
13873,Spialia galba,Spialia,galba,Valid Name,Spialia galba,
13874,Spialia mafa,Spialia,mafa,Valid Name,Spialia mafa,
13875,Spialia mangana,Spialia,mangana,Valid Name,Spialia mangana,
13876,Spialia nanus,Spialia,nanus,Valid Name,Spialia nanus,
13877,Spialia orbifer,Spialia,orbifer,Valid Name,Spialia orbifer,"COI_trnL_COII, Wgl"
13878,Spialia orbifera,Spialia,orbifera,Not Found,,
13879,Spialia osthelderi,Spialia,osthelderi,Valid Name,Spialia osthelderi,
13880,Spialia paula,Spialia,paula,Valid Name,Spialia paula,
13881,Spialia phlomidis,Spialia,phlomidis,Valid Name,Spialia phlomidis,COI_trnL_COII
13882,Spialia ploetzi,Spialia,ploetzi,Valid Name,Spialia ploetzi,
13883,Spialia sataspes,Spialia,sataspes,Valid Name,Spialia sataspes,
13884,Spialia secessus,Spialia,secessus,Valid Name,Spialia secessus,
13885,Spialia sertorius,Spialia,sertorius,Valid Name,Spialia sertorius,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
13886,Spialia spio,Spialia,spio,Valid Name,Spialia spio,"COI_trnL_COII, Wgl"
13887,Spialia zebra,Spialia,zebra,Valid Name,Spialia zebra,
13888,Spiloloma lunilinea,Spiloloma,lunilinea,Not Found,,
13889,Spilosoma congrua,Spilosoma,congrua,Not Found,,
13890,Spilosoma latipennis,Spilosoma,latipennis,Not Found,,
13891,Spilosoma virginica,Spilosoma,virginica,Not Found,,
13892,Spindasis dufranei,Spindasis,dufranei,Synonym,Cigaritis dufranei,
13893,Spindasis elima,Spindasis,elima,Not Found,,
13894,Spindasis greeni,Spindasis,greeni,Synonym,Cigaritis greeni,
13895,Spindasis ictis,Spindasis,ictis,Not Found,,
13896,Spindasis kutu,Spindasis,kutu,Synonym,Cigaritis kutu,
13897,Spindasis lohita,Spindasis,lohita,Not Found,,
13898,Spindasis mozambica,Spindasis,mozambica,Not Found,,
13899,Spindasis nipalicus,Spindasis,nipalicus,Not Found,,
13900,Spindasis nubilus,Spindasis,nubilus,Not Found,,
13901,Spindasis schistacea,Spindasis,schistacea,Not Found,,
13902,Spindasis scotti,Spindasis,scotti,Synonym,Cigaritis scotti,
13903,Spindasis seliga,Spindasis,seliga,Not Found,,
13904,Spindasis somalina,Spindasis,somalina,Synonym,Cigaritis somalina,
13905,Spindasis syama,Spindasis,syama,Not Found,,
13906,Spindasis takanois,Spindasis,takanois,Not Found,,
13907,Spindasis takanonis,Spindasis,takanonis,Not Found,,
13908,Spindasis tanganyikae,Spindasis,tanganyikae,Synonym,Cigaritis tanganyikae,
13909,Spindasis tavetensis,Spindasis,tavetensis,Synonym,Cigaritis tavetensis,
13910,Spindasis vixinga,Spindasis,vixinga,Not Found,,
13911,Spindasis vulcanus,Spindasis,vulcanus,Not Found,,
13912,Spioniades artemides,Spioniades,artemides,Valid Name,Spioniades artemides,"ArgKin, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
13913,Spioniades libethra,Spioniades,libethra,Valid Name,Spioniades libethra,
13914,Spiramater lutra,Spiramater,lutra,Not Found,,
13915,Splendeuptychia ambra,Splendeuptychia,ambra,Valid Name,Splendeuptychia ambra,
13916,Splendeuptychia ashna,Splendeuptychia,ashna,Valid Name,Splendeuptychia ashna,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
13917,Splendeuptychia aurigera,Splendeuptychia,aurigera,Valid Name,Splendeuptychia aurigera,
13918,Splendeuptychia cosmophila,Splendeuptychia,cosmophila,Valid Name,Splendeuptychia cosmophila,
13919,Splendeuptychia doxes,Splendeuptychia,doxes,Valid Name,Splendeuptychia doxes,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
13920,Splendeuptychia furina,Splendeuptychia,furina,Valid Name,Splendeuptychia furina,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
13921,Splendeuptychia hygina,Splendeuptychia,hygina,Valid Name,Splendeuptychia hygina,
13922,Splendeuptychia itonis,Splendeuptychia,itonis,Valid Name,Splendeuptychia itonis,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
13923,Splendeuptychia junonia,Splendeuptychia,junonia,Valid Name,Splendeuptychia junonia,
13924,Splendeuptychia latia,Splendeuptychia,latia,Valid Name,Splendeuptychia latia,
13925,Splendeuptychia libitina,Splendeuptychia,libitina,Valid Name,Splendeuptychia libitina,
13926,Splendeuptychia pagyris,Splendeuptychia,pagyris,Valid Name,Splendeuptychia pagyris,
13927,Splendeuptychia purusana,Splendeuptychia,purusana,Valid Name,Splendeuptychia purusana,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
13928,Splendeuptychia quadrina,Splendeuptychia,quadrina,Valid Name,Splendeuptychia quadrina,
13929,Splendeuptychia telesphora,Splendeuptychia,telesphora,Valid Name,Splendeuptychia telesphora,
13930,Splendeuptychia triangula,Splendeuptychia,triangula,Valid Name,Splendeuptychia triangula,
13931,Spodoptera exigua,Spodoptera,exigua,Not Found,,
