Sp_Idmarch,scientific_name,Genus,Species,Flag,valid name,genomic
8309,Ixias clarki,Ixias,clarki,Valid Name,Ixias clarki,
8310,Ixias flavipennis,Ixias,flavipennis,Valid Name,Ixias flavipennis,
8311,Ixias insignis,Ixias,insignis,Not Found,,
8312,Ixias kuehni,Ixias,kuehni,Valid Name,Ixias kuehni,
8313,Ixias ludekingi,Ixias,ludekingi,Not Found,,
8314,Ixias malumsinicus,Ixias,malumsinicus,Not Found,,
8315,Ixias marianne,Ixias,marianne,Valid Name,Ixias marianne,COI_trnL_COII
8316,Ixias paluensis,Ixias,paluensis,Not Found,,
8317,Ixias piepersi,Ixias,piepersi,Synonym,Ixias venilia,
8318,Ixias pyrene,Ixias,pyrene,Valid Name,Ixias pyrene,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS5, Wgl"
8319,Ixias reinwardti,Ixias,reinwardti,Not Found,,
8320,Ixias undatus,Ixias,undatus,Valid Name,Ixias undatus,
8321,Ixias venilia,Ixias,venilia,Valid Name,Ixias venilia,
8322,Ixias vollenhovii,Ixias,vollenhovii,Valid Name,Ixias vollenhovii,
8323,Ixias weelei,Ixias,weelei,Valid Name,Ixias weelei,
8324,Jacoona anasuja,Jacoona,anasuja,Valid Name,Jacoona anasuja,
8325,Jalmenus aridus,Jalmenus,aridus,Valid Name,Jalmenus aridus,"COI_trnL_COII, EF-1a"
8326,Jalmenus clementi,Jalmenus,clementi,Valid Name,Jalmenus clementi,"COI_trnL_COII, EF-1a"
8327,Jalmenus daemeli,Jalmenus,daemeli,Valid Name,Jalmenus daemeli,"COI_trnL_COII, EF-1a, Wgl"
8328,Jalmenus eichhorni,Jalmenus,eichhorni,Valid Name,Jalmenus eichhorni,"COI_trnL_COII, EF-1a"
8329,Jalmenus evagoras,Jalmenus,evagoras,Valid Name,Jalmenus evagoras,"CAD, COI_trnL_COII, EF-1a, Wgl"
8330,Jalmenus icilius,Jalmenus,icilius,Valid Name,Jalmenus icilius,"COI_trnL_COII, EF-1a"
8331,Jalmenus ictinus,Jalmenus,ictinus,Valid Name,Jalmenus ictinus,"COI_trnL_COII, EF-1a"
8332,Jalmenus inous,Jalmenus,inous,Valid Name,Jalmenus inous,"COI_trnL_COII, EF-1a"
8333,Jalmenus lithochroa,Jalmenus,lithochroa,Valid Name,Jalmenus lithochroa,"COI_trnL_COII, EF-1a"
8334,Jalmenus pseudictinus,Jalmenus,pseudictinus,Valid Name,Jalmenus pseudictinus,"COI_trnL_COII, EF-1a"
8335,Jamides abdul,Jamides,abdul,Valid Name,Jamides abdul,
8336,Jamides aetherialis,Jamides,aetherialis,Valid Name,Jamides aetherialis,COI_trnL_COII
8337,Jamides alecto,Jamides,alecto,Valid Name,Jamides alecto,"COI_trnL_COII, EF-1a, Wgl"
8338,Jamides aleuas,Jamides,aleuas,Valid Name,Jamides aleuas,COI_trnL_COII
8339,Jamides allectus,Jamides,allectus,Valid Name,Jamides allectus,COI_trnL_COII
8340,Jamides alsietus,Jamides,alsietus,Valid Name,Jamides alsietus,
8341,Jamides amarauge,Jamides,amarauge,Valid Name,Jamides amarauge,COI_trnL_COII
8342,Jamides aratus,Jamides,aratus,Valid Name,Jamides aratus,
8343,Jamides areas,Jamides,areas,Valid Name,Jamides areas,
8344,Jamides aritai,Jamides,aritai,Valid Name,Jamides aritai,
8345,Jamides aruensis,Jamides,aruensis,Valid Name,Jamides aruensis,
8346,Jamides bochus,Jamides,bochus,Valid Name,Jamides bochus,"COI_trnL_COII, EF-1a"
8347,Jamides caeruleus,Jamides,caeruleus,Not Found,,
8348,Jamides callistus,Jamides,callistus,Valid Name,Jamides callistus,
8349,Jamides camarines,Jamides,camarines,Synonym,Jamides sabatus,
8350,Jamides carissima,Jamides,carissima,Valid Name,Jamides carissima,
8351,Jamides celano,Jamides,celano,Not Found,,
8352,Jamides celeno,Jamides,celeno,Valid Name,Jamides celeno,"COI_trnL_COII, EF-1a"
8353,Jamides cephion,Jamides,cephion,Valid Name,Jamides cephion,COI_trnL_COII
8354,Jamides cleodus,Jamides,cleodus,Valid Name,Jamides cleodus,
8355,Jamides coritus,Jamides,coritus,Valid Name,Jamides coritus,
8356,Jamides coruscans,Jamides,coruscans,Valid Name,Jamides coruscans,
8357,Jamides cunilda,Jamides,cunilda,Valid Name,Jamides cunilda,
8358,Jamides cyta,Jamides,cyta,Valid Name,Jamides cyta,COI_trnL_COII
8359,Jamides cytus,Jamides,cytus,Not Found,,
8360,Jamides elpis,Jamides,elpis,Valid Name,Jamides elpis,COI_trnL_COII
8361,Jamides espada,Jamides,espada,Not Found,,
8362,Jamides ferrari,Jamides,ferrari,Valid Name,Jamides ferrari,
8363,Jamides goodenovii,Jamides,goodenovii,Valid Name,Jamides goodenovii,
8364,Jamides kava,Jamides,kava,Valid Name,Jamides kava,
8365,Jamides lacteata,Jamides,lacteata,Valid Name,Jamides lacteata,
8366,Jamides limes,Jamides,limes,Valid Name,Jamides limes,
8367,Jamides lugine,Jamides,lugine,Valid Name,Jamides lugine,
8368,Jamides malaccanus,Jamides,malaccanus,Valid Name,Jamides malaccanus,COI_trnL_COII
8369,Jamides morphoides,Jamides,morphoides,Valid Name,Jamides morphoides,
8370,Jamides nemophilus,Jamides,nemophilus,Not Found,,
8371,Jamides nitens,Jamides,nitens,Valid Name,Jamides nitens,COI_trnL_COII
8372,Jamides parasaturatus,Jamides,parasaturatus,Not Found,,
8373,Jamides phaseli,Jamides,phaseli,Valid Name,Jamides phaseli,COI_trnL_COII
8374,Jamides philatus,Jamides,philatus,Valid Name,Jamides philatus,
8375,Jamides pseudosias,Jamides,pseudosias,Valid Name,Jamides pseudosias,COI_trnL_COII
8376,Jamides pulcherrima,Jamides,pulcherrima,Valid Name,Jamides pulcherrima,
8377,Jamides puloensis,Jamides,puloensis,Valid Name,Jamides puloensis,
8378,Jamides pura,Jamides,pura,Valid Name,Jamides pura,
8379,Jamides purpurata,Jamides,purpurata,Not Found,,
8380,Jamides reverdini,Jamides,reverdini,Valid Name,Jamides reverdini,COI_trnL_COII
8381,Jamides schatzi,Jamides,schatzi,Valid Name,Jamides schatzi,
8382,Jamides soemias,Jamides,soemias,Valid Name,Jamides soemias,
8383,Jamides suidas,Jamides,suidas,Valid Name,Jamides suidas,
8384,Jamides talinga,Jamides,talinga,Valid Name,Jamides talinga,COI_trnL_COII
8385,Jamides virgulatus,Jamides,virgulatus,Valid Name,Jamides virgulatus,
8386,Jamides zebra,Jamides,zebra,Valid Name,Jamides zebra,COI_trnL_COII
8387,Janthecla armilla,Janthecla,armilla,Valid Name,Janthecla armilla,
8388,Janthecla aurora,Janthecla,aurora,Valid Name,Janthecla aurora,
8389,Janthecla flosculus,Janthecla,flosculus,Valid Name,Janthecla flosculus,
8390,Janthecla leea,Janthecla,leea,Valid Name,Janthecla leea,
8391,Janthecla sista,Janthecla,sista,Valid Name,Janthecla sista,
8392,Jantheda malvina,Jantheda,malvina,Not Found,,
8393,Jantheda rocena,Jantheda,rocena,Not Found,,
8394,Japonica lutea,Japonica,lutea,Valid Name,Japonica lutea,"COI_trnL_COII, EF-1a"
8395,Japonica onoi,Japonica,onoi,Valid Name,Japonica onoi,COI_trnL_COII
8396,Japonica patungkoanui,Japonica,patungkoanui,Valid Name,Japonica patungkoanui,COI_trnL_COII
8397,Japonica saepestriata,Japonica,saepestriata,Valid Name,Japonica saepestriata,"COI_trnL_COII, EF-1a"
8398,Joiceya praeclarus,Joiceya,praeclarus,Valid Name,Joiceya praeclarus,
8399,Juditha azan,Juditha,azan,Valid Name,Juditha azan,
8400,Juditha dorilis,Juditha,dorilis,Valid Name,Juditha dorilis,
8401,Juditha inambari,Juditha,inambari,Valid Name,Juditha inambari,
8402,Juditha molpe,Juditha,molpe,Valid Name,Juditha molpe,"CAD, COI_trnL_COII, EF-1a, Wgl"
8403,Juditha odites,Juditha,odites,Valid Name,Juditha odites,
8404,Juditha pulcherrima,Juditha,pulcherrima,Valid Name,Juditha pulcherrima,
8405,Junoia almana,Junoia,almana,Not Found,,
8406,Junoia orithya,Junoia,orithya,Not Found,,
8407,Junonia africana,Junonia,africana,Valid Name,Junonia africana,
8408,Junonia agnesberenyiae,Junonia,agnesberenyiae,Not Found,,
8409,Junonia almana,Junonia,almana,Valid Name,Junonia almana,"COI_trnL_COII, EF-1a, Wgl"
8410,Junonia ansorgei,Junonia,ansorgei,Valid Name,Junonia ansorgei,"COI_trnL_COII, EF-1a, Wgl"
8411,Junonia artaxia,Junonia,artaxia,Valid Name,Junonia artaxia,"COI_trnL_COII, EF-1a, Wgl"
8412,Junonia atlites,Junonia,atlites,Valid Name,Junonia atlites,"COI_trnL_COII, EF-1a, Wgl"
8413,Junonia chorimene,Junonia,chorimene,Valid Name,Junonia chorimene,
8414,Junonia coenia,Junonia,coenia,Valid Name,Junonia coenia,"CAD, COI_trnL_COII, EF-1a, GAPDH, MDH, RpS2, Wgl"
8415,Junonia cymodoce,Junonia,cymodoce,Valid Name,Junonia cymodoce,"COI_trnL_COII, EF-1a, Wgl"
8416,Junonia erigone,Junonia,erigone,Valid Name,Junonia erigone,"COI_trnL_COII, EF-1a, Wgl"
8417,Junonia evarete,Junonia,evarete,Valid Name,Junonia evarete,"COI_trnL_COII, EF-1a, Wgl"
8418,Junonia genoveva,Junonia,genoveva,Valid Name,Junonia genoveva,"COI_trnL_COII, EF-1a, Wgl"
8419,Junonia goudotii,Junonia,goudotii,Valid Name,Junonia goudotii,
8420,Junonia gregorii,Junonia,gregorii,Valid Name,Junonia gregorii,"COI_trnL_COII, EF-1a, Wgl"
8421,Junonia hadrope,Junonia,hadrope,Valid Name,Junonia hadrope,
8422,Junonia hedonia,Junonia,hedonia,Valid Name,Junonia hedonia,"COI_trnL_COII, EF-1a, Wgl"
8423,Junonia hierta,Junonia,hierta,Valid Name,Junonia hierta,"COI_trnL_COII, EF-1a, Wgl"
8424,Junonia iphita,Junonia,iphita,Valid Name,Junonia iphita,"COI_trnL_COII, EF-1a, Wgl"
8425,Junonia lemonias,Junonia,lemonias,Valid Name,Junonia lemonias,"COI_trnL_COII, EF-1a, Wgl"
8426,Junonia natalica,Junonia,natalica,Valid Name,Junonia natalica,"COI_trnL_COII, EF-1a, Wgl"
8427,Junonia oenone,Junonia,oenone,Valid Name,Junonia oenone,"ArgKin, CAD, COI_trnL_COII, DDC, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
8428,Junonia orithiya,Junonia,orithiya,Not Found,,
8429,Junonia orithya,Junonia,orithya,Valid Name,Junonia orithya,"COI_trnL_COII, EF-1a, Wgl"
8430,Junonia rhadama,Junonia,rhadama,Valid Name,Junonia rhadama,
8431,Junonia schmiedeli,Junonia,schmiedeli,Valid Name,Junonia schmiedeli,
8432,Junonia sophia,Junonia,sophia,Valid Name,Junonia sophia,"COI_trnL_COII, EF-1a, Wgl"
8433,Junonia stygia,Junonia,stygia,Valid Name,Junonia stygia,
8434,Junonia terea,Junonia,terea,Valid Name,Junonia terea,"COI_trnL_COII, EF-1a, Wgl"
8435,Junonia touhilimasa,Junonia,touhilimasa,Valid Name,Junonia touhilimasa,"COI_trnL_COII, EF-1a, Wgl"
8436,Junonia villida,Junonia,villida,Valid Name,Junonia villida,"COI_trnL_COII, EF-1a, Wgl"
8437,Junonia westermanni,Junonia,westermanni,Valid Name,Junonia westermanni,"COI_trnL_COII, EF-1a, Wgl"
8438,Junonia zonalis,Junonia,zonalis,Valid Name,Junonia zonalis,COI_trnL_COII
8439,Junonla atlites,Junonla,atlites,Not Found,,
8440,Junonla lemonias,Junonla,lemonias,Not Found,,
8441,Kakumia ferruginea,Kakumia,ferruginea,Valid Name,Kakumia ferruginea,
8442,Kakumia ideoides,Kakumia,ideoides,Valid Name,Kakumia ideoides,
8443,Kakumia otlauga,Kakumia,otlauga,Valid Name,Kakumia otlauga,
8444,Kallima albofasciata,Kallima,albofasciata,Not Found,,
8445,Kallima alicia,Kallima,alicia,Valid Name,Kallima alicia,
8446,Kallima alompra,Kallima,alompra,Synonym,Kallima horsfieldii,
8447,Kallima horsfieldi,Kallima,horsfieldi,Not Found,,
8448,Kallima inachus,Kallima,inachus,Valid Name,Kallima inachus,"COI_trnL_COII, EF-1a, Wgl"
8449,Kallima incognita,Kallima,incognita,Not Found,,
8450,Kallima knyvettide,Kallima,knyvettide,Not Found,,
8451,Kallima limborgi,Kallima,limborgi,Not Found,,
8452,Kallima paralekta,Kallima,paralekta,Valid Name,Kallima paralekta,"ArgKin, CAD, COI_trnL_COII, DDC, EF-1a, GAPDH, IDH, MDH, RpS5, Wgl"
8453,Kallima philarchus,Kallima,philarchus,Not Found,,
8454,Kallimoides rumia,Kallimoides,rumia,Valid Name,Kallimoides rumia,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
8455,Kameiozephyrus neis,Kameiozephyrus,neis,Not Found,,
8456,Kaniska canace,Kaniska,canace,Valid Name,Kaniska canace,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
8457,Katreus johnstonii,Katreus,johnstonii,Valid Name,Katreus johnstonii,COI_trnL_COII
8458,Kawazoeozephyrus mushaellus,Kawazoeozephyrus,mushaellus,Not Found,,
8459,Kedestes barberae,Kedestes,barberae,Valid Name,Kedestes barberae,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS5, Wgl"
8460,Kedestes Barberae,Kedestes,Barberae,Valid Name,Kedestes barberae,
8461,Kedestes callicles,Kedestes,callicles,Valid Name,Kedestes callicles,
8462,Kedestes chaca,Kedestes,chaca,Valid Name,Kedestes chaca,
8463,Kedestes lema,Kedestes,lema,Valid Name,Kedestes lema,
8464,Kedestes lenis,Kedestes,lenis,Valid Name,Kedestes lenis,
8465,Kedestes lepenula,Kedestes,lepenula,Valid Name,Kedestes lepenula,
8466,Kedestes macomo,Kedestes,macomo,Valid Name,Kedestes macomo,
8467,Kedestes marshalli,Kedestes,marshalli,Valid Name,Kedestes marshalli,
8468,Kedestes mohozutza,Kedestes,mohozutza,Valid Name,Kedestes mohozutza,
8469,Kedestes nerva,Kedestes,nerva,Valid Name,Kedestes nerva,
8470,Kedestes niveostriga,Kedestes,niveostriga,Valid Name,Kedestes niveostriga,
8471,Kedestes paola,Kedestes,paola,Not Found,,
8472,Kedestes protensa,Kedestes,protensa,Valid Name,Kedestes protensa,
8473,Kedestes sublineata,Kedestes,sublineata,Valid Name,Kedestes sublineata,
8474,Kedestes wallengreni,Kedestes,wallengreni,Not Found,,
8475,Kedestes wallengrenii,Kedestes,wallengrenii,Valid Name,Kedestes wallengrenii,
8476,Kedestres lepenula,Kedestres,lepenula,Not Found,,
8477,Kirinia climene,Kirinia,climene,Valid Name,Kirinia climene,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
8478,Kirinia epaminondas,Kirinia,epaminondas,Not Found,,
8479,Kirinia epimenides,Kirinia,epimenides,Valid Name,Kirinia epimenides,"COI_trnL_COII, EF-1a, GAPDH, RpS5"
8480,Kirinia roxelana,Kirinia,roxelana,Valid Name,Kirinia roxelana,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
8481,Kisutam syllis,Kisutam,syllis,Valid Name,Kisutam syllis,COI_trnL_COII
8482,Kobrona croma,Kobrona,croma,Valid Name,Kobrona croma,
8483,Kobrona denva,Kobrona,denva,Valid Name,Kobrona denva,
8484,Kobrona edina,Kobrona,edina,Valid Name,Kobrona edina,
8485,Kobrona eva,Kobrona,eva,Valid Name,Kobrona eva,
8486,Kobrona idea,Kobrona,idea,Valid Name,Kobrona idea,
8487,Kobrona infralutea,Kobrona,infralutea,Valid Name,Kobrona infralutea,
8488,Kobrona kobros,Kobrona,kobros,Valid Name,Kobrona kobros,
8489,Kobrona lexa,Kobrona,lexa,Valid Name,Kobrona lexa,
8490,Kobrona pansa,Kobrona,pansa,Valid Name,Kobrona pansa,
8491,Kobrona rasta,Kobrona,rasta,Valid Name,Kobrona rasta,
8492,Kobrona sebana,Kobrona,sebana,Valid Name,Kobrona sebana,
8493,Kobrona sota,Kobrona,sota,Valid Name,Kobrona sota,
8494,Kobrona Speciesa,Kobrona,Speciesa,Not Found,,
8495,Kobrona vanda,Kobrona,vanda,Valid Name,Kobrona vanda,
8496,Kobrona vasna,Kobrona,vasna,Valid Name,Kobrona vasna,
8497,Kobrona wama,Kobrona,wama,Valid Name,Kobrona wama,
8498,Kobrona zadma,Kobrona,zadma,Valid Name,Kobrona zadma,
8499,Kolana buccina,Kolana,buccina,Valid Name,Kolana buccina,
8500,Kolana chlamys,Kolana,chlamys,Valid Name,Kolana chlamys,
8501,Kolana ergina,Kolana,ergina,Valid Name,Kolana ergina,
8502,Kolana ligurina,Kolana,ligurina,Valid Name,Kolana ligurina,COI_trnL_COII
8503,Korscheltellus gracilis,Korscheltellus,gracilis,Not Found,,
8504,Korscheltellus Lupulina,Korscheltellus,Lupulina,Not Found,,
8505,Koruthaialos butleri,Koruthaialos,butleri,Valid Name,Koruthaialos butleri,
8506,Koruthaialos frena,Koruthaialos,frena,Valid Name,Koruthaialos frena,
8507,Koruthaialos fuligo,Koruthaialos,fuligo,Not Found,,
8508,Koruthaialos rubecula,Koruthaialos,rubecula,Valid Name,Koruthaialos rubecula,
8509,Koruthaialos sindu,Koruthaialos,sindu,Valid Name,Koruthaialos sindu,
8510,Kricogonia cabrerai,Kricogonia,cabrerai,Valid Name,Kricogonia cabrerai,
8511,Kricogonia castalia,Kricogonia,castalia,Not Found,,
8512,Kricogonia lyside,Kricogonia,lyside,Valid Name,Kricogonia lyside,"CAD, COI_trnL_COII, DDC, EF-1a, GAPDH, IDH, MDH, RpS5, Wgl"
8513,Kuekenthaliella annapurnae,Kuekenthaliella,annapurnae,Not Found,,
8514,Kuekenthaliella mackinnoni,Kuekenthaliella,mackinnoni,Not Found,,
8515,Kumothales inexpecta,Kumothales,inexpecta,Not Found,,
8516,Kumothales inexpectata,Kumothales,inexpectata,Valid Name,Kumothales inexpectata,
8517,Lacanobia atlantica,Lacanobia,atlantica,Not Found,,
8518,Lacanobia grandis,Lacanobia,grandis,Not Found,,
8519,Lacanobia subjuncta,Lacanobia,subjuncta,Not Found,,
8520,Lachides galba,Lachides,galba,Not Found,,
8521,Lachnocnema abyssinica,Lachnocnema,abyssinica,Valid Name,Lachnocnema abyssinica,
8522,Lachnocnema albimacula,Lachnocnema,albimacula,Valid Name,Lachnocnema albimacula,
8523,Lachnocnema angolanus,Lachnocnema,angolanus,Valid Name,Lachnocnema angolanus,
8524,Lachnocnema bamptoni,Lachnocnema,bamptoni,Valid Name,Lachnocnema bamptoni,
8525,Lachnocnema bibulus,Lachnocnema,bibulus,Valid Name,Lachnocnema bibulus,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
8526,Lachnocnema brimoides,Lachnocnema,brimoides,Valid Name,Lachnocnema brimoides,
8527,Lachnocnema brunea,Lachnocnema,brunea,Valid Name,Lachnocnema brunea,
8528,Lachnocnema congoensis,Lachnocnema,congoensis,Valid Name,Lachnocnema congoensis,
8529,Lachnocnema disrupta,Lachnocnema,disrupta,Valid Name,Lachnocnema disrupta,
8530,Lachnocnema divergens,Lachnocnema,divergens,Valid Name,Lachnocnema divergens,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
8531,Lachnocnema dohertyi,Lachnocnema,dohertyi,Valid Name,Lachnocnema dohertyi,
8532,Lachnocnema ducarmei,Lachnocnema,ducarmei,Valid Name,Lachnocnema ducarmei,
8533,Lachnocnema durbani,Lachnocnema,durbani,Valid Name,Lachnocnema durbani,"COI_trnL_COII, GAPDH"
8534,Lachnocnema emperamus,Lachnocnema,emperamus,Valid Name,Lachnocnema emperamus,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
8535,Lachnocnema exiguus,Lachnocnema,exiguus,Valid Name,Lachnocnema exiguus,
8536,Lachnocnema inexpectata,Lachnocnema,inexpectata,Not Found,,
8537,Lachnocnema intermedia,Lachnocnema,intermedia,Valid Name,Lachnocnema intermedia,
8538,Lachnocnema jacksoni,Lachnocnema,jacksoni,Valid Name,Lachnocnema jacksoni,
8539,Lachnocnema jolyana,Lachnocnema,jolyana,Valid Name,Lachnocnema jolyana,
8540,Lachnocnema katangae,Lachnocnema,katangae,Valid Name,Lachnocnema katangae,
8541,Lachnocnema kiellandi,Lachnocnema,kiellandi,Valid Name,Lachnocnema kiellandi,
8542,Lachnocnema laches,Lachnocnema,laches,Valid Name,Lachnocnema laches,
8543,Lachnocnema luna,Lachnocnema,luna,Valid Name,Lachnocnema luna,
8544,Lachnocnema magna,Lachnocnema,magna,Valid Name,Lachnocnema magna,
8545,Lachnocnema nigrocellularis,Lachnocnema,nigrocellularis,Valid Name,Lachnocnema nigrocellularis,
8546,Lachnocnema obscura,Lachnocnema,obscura,Valid Name,Lachnocnema obscura,
8547,Lachnocnema overlaeti,Lachnocnema,overlaeti,Valid Name,Lachnocnema overlaeti,
8548,Lachnocnema pseudobibulus,Lachnocnema,pseudobibulus,Valid Name,Lachnocnema pseudobibulus,
8549,Lachnocnema regularis,Lachnocnema,regularis,Valid Name,Lachnocnema regularis,
8550,Lachnocnema reutlingeri,Lachnocnema,reutlingeri,Valid Name,Lachnocnema reutlingeri,
8551,Lachnocnema riftensis,Lachnocnema,riftensis,Valid Name,Lachnocnema riftensis,
8552,Lachnocnema sosia,Lachnocnema,sosia,Valid Name,Lachnocnema sosia,
8553,Lachnocnema tanzaniensis,Lachnocnema,tanzaniensis,Valid Name,Lachnocnema tanzaniensis,
8554,Lachnocnema triangularis,Lachnocnema,triangularis,Valid Name,Lachnocnema triangularis,
8555,Lachnocnema unicolor,Lachnocnema,unicolor,Valid Name,Lachnocnema unicolor,
8556,Lachnocnema vuattouxi,Lachnocnema,vuattouxi,Valid Name,Lachnocnema vuattouxi,
8557,Lachnoptera anticlia,Lachnoptera,anticlia,Valid Name,Lachnoptera anticlia,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
8558,Lachnoptera ayresii,Lachnoptera,ayresii,Valid Name,Lachnoptera ayresii,
8559,Lacinipolia anguina,Lacinipolia,anguina,Not Found,,
8560,Lacinipolia explicata,Lacinipolia,explicata,Not Found,,
8561,Lacinipolia implicata,Lacinipolia,implicata,Not Found,,
8562,Lacinipolia laudabilis,Lacinipolia,laudabilis,Not Found,,
8563,Lacinipolia lorea,Lacinipolia,lorea,Not Found,,
8564,Lacinipolia meditata,Lacinipolia,meditata,Not Found,,
8565,Lacinipolia olivacea,Lacinipolia,olivacea,Not Found,,
8566,Lacinipolia renigera,Lacinipolia,renigera,Not Found,,
8567,Lacinipolia vicina,Lacinipolia,vicina,Not Found,,
8568,Lacosoma chiridota,Lacosoma,chiridota,Not Found,,
8569,Ladoga camilla,Ladoga,camilla,Not Found,,
8570,Laeosopis roboris,Laeosopis,roboris,Valid Name,Laeosopis roboris,COI_trnL_COII
8571,Lafajana cupra,Lafajana,cupra,Not Found,,
8572,Lambdina fervidaria,Lambdina,fervidaria,Not Found,,
8573,Lambdina fiscellaria,Lambdina,fiscellaria,Not Found,,
8574,lambrix salsala,lambrix,salsala,Not Found,,
8575,Lampides boeticus,Lampides,boeticus,Valid Name,Lampides boeticus,"COI_trnL_COII, EF-1a, Wgl"
8576,Lamprolenis nitida,Lamprolenis,nitida,Valid Name,Lamprolenis nitida,"COI_trnL_COII, EF-1a"
8577,Lamproptera curius,Lamproptera,curius,Valid Name,Lamproptera curius,"COI_trnL_COII, EF-1a, Wgl"
8578,Lamproptera meges,Lamproptera,meges,Valid Name,Lamproptera meges,"COI_trnL_COII, EF-1a, Wgl"
8579,Lamprospilus aunua,Lamprospilus,aunua,Not Found,,
8580,Lamprospilus genius,Lamprospilus,genius,Valid Name,Lamprospilus genius,
8581,Lamprospilus japola,Lamprospilus,japola,Valid Name,Lamprospilus japola,
8582,Lamprospilus orcidia,Lamprospilus,orcidia,Valid Name,Lamprospilus orcidia,COI_trnL_COII
8583,Lampruna punctata,Lampruna,punctata,Not Found,,
8584,Lampruna rosea,Lampruna,rosea,Not Found,,
8585,Lampruna rubridorsata,Lampruna,rubridorsata,Not Found,,
8586,Laothus phydela,Laothus,phydela,Valid Name,Laothus phydela,
8587,Lapara bombycoides,Lapara,bombycoides,Not Found,,
8588,Lapara coniferarum,Lapara,coniferarum,Not Found,,
8589,Laringa castelnaui,Laringa,castelnaui,Valid Name,Laringa castelnaui,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
8590,Laringa horsfieldi,Laringa,horsfieldi,Not Found,,
8591,Larinopoda aspidos,Larinopoda,aspidos,Valid Name,Larinopoda aspidos,
8592,Larinopoda batesi,Larinopoda,batesi,Valid Name,Larinopoda batesi,
8593,Larinopoda eurema,Larinopoda,eurema,Valid Name,Larinopoda eurema,
8594,Larinopoda lagyra,Larinopoda,lagyra,Valid Name,Larinopoda lagyra,
8595,Larinopoda lircaea,Larinopoda,lircaea,Valid Name,Larinopoda lircaea,
8596,Larinopoda tera,Larinopoda,tera,Valid Name,Larinopoda tera,
8597,Lasaia agesilas,Lasaia,agesilas,Valid Name,Lasaia agesilas,COI_trnL_COII
8598,Lasaia arsis,Lasaia,arsis,Valid Name,Lasaia arsis,
8599,Lasaia incoides,Lasaia,incoides,Valid Name,Lasaia incoides,
8600,Lasaia maria,Lasaia,maria,Valid Name,Lasaia maria,
8601,Lasaia meris,Lasaia,meris,Valid Name,Lasaia meris,
8602,Lasaia oileus,Lasaia,oileus,Valid Name,Lasaia oileus,
8603,Lasaia pseudomeris,Lasaia,pseudomeris,Valid Name,Lasaia pseudomeris,
8604,Lasaia sessilis,Lasaia,sessilis,Valid Name,Lasaia sessilis,
8605,Lasaia sula,Lasaia,sula,Valid Name,Lasaia sula,COI_trnL_COII
8606,Lascoria ambigualis,Lascoria,ambigualis,Not Found,,
8607,Lasiommata deidamia,Lasiommata,deidamia,Not Found,,
8608,Lasiommata felix,Lasiommata,felix,Valid Name,Lasiommata felix,
8609,Lasiommata maderakal,Lasiommata,maderakal,Valid Name,Lasiommata maderakal,
8610,Lasiommata maera,Lasiommata,maera,Valid Name,Lasiommata maera,"COI_trnL_COII, Wgl"
8611,Lasiommata meadewaldoi,Lasiommata,meadewaldoi,Valid Name,Lasiommata meadewaldoi,
8612,Lasiommata megera,Lasiommata,megera,Valid Name,Lasiommata megera,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
8613,Lasiommata menava,Lasiommata,menava,Valid Name,Lasiommata menava,COI_trnL_COII
8614,Lasiommata paramegaera,Lasiommata,paramegaera,Valid Name,Lasiommata paramegaera,
8615,Lasiommata petropolitana,Lasiommata,petropolitana,Valid Name,Lasiommata petropolitana,"COI_trnL_COII, Wgl"
8616,Lasiommata schakra,Lasiommata,schakra,Valid Name,Lasiommata schakra,"COI_trnL_COII, EF-1a, RpS5"
8617,Lasippa bella,Lasippa,bella,Valid Name,Lasippa bella,
8618,Lasippa ebusa,Lasippa,ebusa,Valid Name,Lasippa ebusa,
8619,Lasippa heliodore,Lasippa,heliodore,Valid Name,Lasippa heliodore,COI_trnL_COII
8620,Lasippa illigera,Lasippa,illigera,Valid Name,Lasippa illigera,
8621,Lasippa illigerella,Lasippa,illigerella,Valid Name,Lasippa illigerella,
8622,Lasippa monata,Lasippa,monata,Valid Name,Lasippa monata,
8623,Lasippa neriphus,Lasippa,neriphus,Valid Name,Lasippa neriphus,
8624,Lasippa pata,Lasippa,pata,Valid Name,Lasippa pata,
8625,Lasippa pizarrasi,Lasippa,pizarrasi,Not Found,,
