"ntaxa"	"mpd.obs"	"mpd.rand.mean"	"mpd.rand.sd"	"mpd.obs.rank"	"mpd.obs.z"	"mpd.obs.p"	"runs"
"Gonepteryx rhamni"	2	197.92288	273.574011141414	101.111369174645	5	-0.748196090696245	0.05	99
"Gonerilia seraphim"	2	136.5508	282.289906969697	112.564234779762	2	-1.29471947510542	0.02	99
"Grais stigmaticus"	2	118	267.463909444444	81.1855527727609	1	-1.84101609633422	0.01	99
"Graphium agamemnon"	2	216.76	271.620124181818	99.7614933893702	10	-0.549912820247172	0.1	99
"Graphium evemon"	4	257.173649166667	274.823496961279	66.9134930844089	60	-0.263771131666197	0.6	99
"Graphium sarpedon"	4	242.363458166667	268.236497594276	59.6162008095864	23	-0.433993429239942	0.23	99
"Greta morgane"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Gretna cylinda"	2	54.2995	261.773657535354	72.5829544601288	1	-2.85844189009036	0.01	99
"Gunayan rubricollis"	2	54.482	274.768352181818	106.767821637778	1	-2.06322793518411	0.01	99
"Gyrocheilus patrobas"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Habrodais grunus"	2	80.4628	270.421553777778	92.3463662867055	1	-2.05702467152868	0.01	99
"Hades noctula"	3	263.705832	262.181483521886	54.7619017284298	80	0.0278359302727263	0.8	99
"Haematera pyrame"	2	121.5324	257.077697151515	63.1440943924201	2	-2.14660291600898	0.02	99
"Haetera piera"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Halotus rica"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Halpe porus"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Hamadryas amphinome"	2	247.468919	274.138619757576	100.780112787703	40	-0.264632575017617	0.4	99
"Hamanumida daedalus"	3	263.706503333333	271.072505259259	73.5442897037505	84	-0.100157360355203	0.84	99
"Hamearis lucina"	2	188	270.240789484849	79.904165667957	1	-1.0292428285479	0.01	99
"Harma theobene"	3	185.816573333333	279.893867380471	89.0781810814947	1	-1.0561205101513	0.01	99
"Hasora badra"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Hasora chromus"	4	231.239379333333	282.331017072391	74.2777791244782	4	-0.687845521787014	0.04	99
"Hayashikeia courvoisieri"	2	118.202	273.506599050505	103.492644940389	2	-1.50063416719091	0.02	99
"Hebomoia glaucippe"	3	168.493545333333	271.308777723906	75.0677411985028	1	-1.36963269107427	0.01	99
"Helias phalaenoides"	2	118	267.463909444444	81.1855527727609	1	-1.84101609633422	0.01	99
"Heliconius atthis"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius besckei"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius charithonia"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius cydno"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius eleuchia"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius elevatus"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius erato"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius ethilla"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius hecale"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius hermathena"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius heurippa"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius hewitsoni"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius himera"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius hortense"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius ismenius"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius melpomene"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius numata"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius pardalinus"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius ricini"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius sapho"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius sara"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius timareta"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius wallacei"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Heliconius xanthocles"	2	116.5963	291.628353090909	115.130385126593	1	-1.52029416820287	0.01	99
"Helicopis cupido"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Heliopetes ericetorum"	2	76.7222	256.331343525253	75.0202965391459	1	-2.39414067673715	0.01	99
"Heliophorus epicles"	2	88.9723	284.296587767677	127.621181129575	2	-1.53050054888117	0.02	99
"Heliopyrgus domicella"	2	76.7222	256.331343525253	75.0202965391459	1	-2.39414067673715	0.01	99
"Hemiolaus caeculus"	2	195.5798	269.187799	92.5038055364582	5	-0.795729414299492	0.05	99
"Heraclides aristodemus"	2	118	267.463909444444	81.1855527727609	1	-1.84101609633422	0.01	99
"Heraclides cresphontes"	2	118	267.463909444444	81.1855527727609	1	-1.84101609633422	0.01	99
"Heraclides thoas"	2	271.397115	279.882737737374	105.481105655455	54	-0.080446850501276	0.54	99
"Herimosa albovenata"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Hermeuptychia hermes"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Hermeuptychia sosybius"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Herona marathus"	2	142.37061	268.153075414141	92.5625558029292	3	-1.35889144722775	0.03	99
"Hesperia comma"	3	243.558993333333	280.128983622896	86.5147037876671	28	-0.422702600696824	0.28	99
"Hesperia meskei"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Hesperilla ornata"	2	89.2401	261.643425191919	60.0155174344401	1	-2.87264581831273	0.01	99
"Hesperocharis marchalii"	3	212.505668666667	273.31714569697	82.5450930566959	5	-0.736706141799789	0.05	99
"Hesperopsis alpheus"	2	87.3223	272.545538767677	90.214551273861	1	-2.05314149604759	0.01	99
"Hestina assimilis"	2	142.37061	268.153075414141	92.5625558029292	3	-1.35889144722775	0.03	99
"Hestinalis nama"	2	93.3981	268.114352575758	92.1242573409618	1	-1.89652820677961	0.01	99
"Hestina persimilis"	2	146.93824	264.321503545455	95.2258657775248	3	-1.23268255517567	0.03	99
"Heteronympha merope"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Heteropterus morpheus"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Heterosais nephele"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Hewitsonia intermedia"	0	NA	NA	NA	NA	NA	NA	99
"Hewitsoniella migonitis"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Hidari irava"	2	213.46789	261.504742818182	72.7404067335641	7	-0.660387465169569	0.07	99
"Hipparchia senthes"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Historis odius"	2	93.3981	268.114352575758	92.1242573409618	1	-1.89652820677961	0.01	99
"Horaga onyx"	5	248.4217116	270.218376066667	51.6042847641351	26	-0.422380904343342	0.26	99
"Howarthia caelestis"	2	118.202	273.506599050505	103.492644940389	2	-1.50063416719091	0.02	99
"Hyarotis adrastus"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Hylephila phyleus"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Hypanartia lethe"	2	146.93824	264.321503545455	95.2258657775248	3	-1.23268255517567	0.03	99
"Hypaurotis crysalus"	2	80.4628	270.421553777778	92.3463662867055	1	-2.05702467152868	0.01	99
"Hypermnestra helios"	2	120.0232	276.468110424242	105.963204755254	1	-1.47640787937272	0.01	99
"Hyphilaria thasus"	2	229.20202	275.61340389899	98.8171718414415	9	-0.469669218761492	0.09	99
"Hypna clytemnestra"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Hypochrysops polycletus"	2	102.661	267.33125410101	93.2529833448676	1	-1.76584435365491	0.01	99
"Hypoleria lavinia"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Hypoleucis tripunctata"	2	51.8437	276.372270444444	97.4932570778929	1	-2.30301640517616	0.01	99
"Hypolimnas anthedon"	2	247.46923	269.119491636364	90.1348294883592	55	-0.240198619770615	0.55	99
"Hypolimnas bolina"	11	228.115851090909	273.807946229936	38.7788836293272	1	-1.17827257679154	0.01	99
"Hypolimnas misippus"	7	215.417772285714	267.826434016354	43.6891032687161	1	-1.19958199664325	0.01	99
"Hypolycaena phorbas"	12	246.242283166667	270.982110430364	36.0478985884448	28	-0.686304284922394	0.28	99
"Hypolycaena sipylus"	3	224.813855333333	264.156702505051	67.5354500919117	12	-0.582551047163733	0.12	99
"Hyponephele lycaon"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Hypothyris euclea"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Hypsochila wagenknechti"	2	67.0275	273.61172269697	99.5854067974625	1	-2.07444272550015	0.01	99
"Iambrix salsala"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Idea leuconoe"	2	61.789	285.974808171717	110.93747598021	1	-2.02083025768235	0.01	99
"Ideopsis gaura"	2	61.789	285.974808171717	110.93747598021	1	-2.02083025768235	0.01	99
"Ideopsis vitrea"	2	213.48329	279.68157510101	104.886467821965	6	-0.631142286280203	0.06	99
"Inbio hilara"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Iolana iolas"	2	247.46904	300.419436616162	128.883563055619	36	-0.410839019040087	0.36	99
"Iolaus bellina"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Iophanus pyrrhias"	2	88.9723	284.296587767677	127.621181129575	2	-1.53050054888117	0.02	99
"Iphiclides podalirius"	2	189.1223	272.428220464646	110.731486841128	10	-0.752323687156566	0.1	99
"Ipidecla miadora"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Iraota rochana"	2	225.40346	313.374205171717	150.426092069636	9	-0.584810413947293	0.09	99
"Iratsume orsedice"	2	244.81141	256.273685969697	65.2861414568209	27	-0.175569817941805	0.27	99
"Iridana perdita"	0	NA	NA	NA	NA	NA	NA	99
"Isma bononia"	2	76.5949	276.28000620202	108.881057813055	1	-1.83397470793197	0.01	99
"Isoteinon lamprospilus"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Issoria baumanni"	2	141.2676	286.636868525253	116.924725897865	1	-1.24327226263703	0.01	99
"Issoria lathonia"	4	238.492469666667	286.961143877104	81.3076841893492	17	-0.596114311871975	0.17	99
"Ithomia drymo"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Ithomia patilla"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Ixias pyrene"	2	138.5406	273.338670888889	90.0531032335038	2	-1.49687313428126	0.02	99
"Jacoona anasuja"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Jalmenus evagoras"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Jameela palmyra"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Jamides bochus"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Japonica saepestriata"	2	80.4628	270.421553777778	92.3463662867055	1	-2.05702467152868	0.01	99
"Jemadia pseudognetus"	2	169.1905	277.279970141414	106.155273358808	3	-1.01822044936071	0.03	99
"Jonaspyge aesculapus"	2	149.2627	271.141017353535	90.3080807163289	1	-1.34958374031194	0.01	99
"Juditha caucana"	11	236.496403127273	275.640285380716	36.7454960921562	2	-1.0652702076813	0.02	99
"Junea doraete"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Junonia coenia"	6	99.5597494666667	267.871749399327	47.7993376354448	1	-3.52122034025532	0.01	99
"Junonia natalica"	3	122.692806666667	263.585515407407	60.479809351876	1	-2.32958255408869	0.01	99
"Kallima limborgii"	2	69.4758	267.843463151515	106.275976327714	3	-1.86653343498653	0.03	99
"Kallima paralekta"	2	69.4758	267.843463151515	106.275976327714	3	-1.86653343498653	0.03	99
"Kallimoides rumia"	2	69.4758	267.843463151515	106.275976327714	3	-1.86653343498653	0.03	99
"Kaniska canace"	2	111.15237	269.559932949495	91.8615470241163	2	-1.72441645150945	0.02	99
"Kedestes barberae"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Kirinia epimenides"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Kisutam syllis"	2	121.5324	257.077697151515	63.1440943924201	2	-2.14660291600898	0.02	99
"Kolana ligurina"	5	232.855339	264.078353791919	51.2237028252247	11	-0.609542322593353	0.11	99
"Kretania psylorita"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Kricogonia lyside"	2	120.0232	276.468110424242	105.963204755254	1	-1.47640787937272	0.01	99
"Lachnocnema bibulus"	0	NA	NA	NA	NA	NA	NA	99
"Lachnoptera ayresii"	2	189.730587	283.556846787879	119.078464548261	4	-0.787936426152459	0.04	99
"Laeosopis roboris"	2	64.188	264.94516710101	82.6422096269744	1	-2.42923280980961	0.01	99
"Lampides boeticus"	2	192.1498	300.319134070707	139.337480312924	5.5	-0.776311828144018	0.055	99
"Lamprolenis nitida"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Lamproptera curius"	2	65.0052	262.691458535354	73.0956694146122	1	-2.70448660116977	0.01	99
"Lamproptera meges"	2	271.396905	274.878047616162	98.3510693941331	63	-0.0353950662418441	0.63	99
"Laothus barajo"	2	90.5191	271.956692727273	89.5290672591455	1	-2.02657749356524	0.01	99
"Lasaia agesilas"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Lasaia sula"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Lasiommata megera"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Lebadea martha"	3	242.169912666667	264.566755097643	57.3017846828176	25	-0.390857676684062	0.25	99
"Lemonias zygia"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Leodonta tellane"	2	159.8647	282.563350686869	111.843506319234	2	-1.09705654556869	0.02	99
"Lepella lepeletier"	2	213.46848	257.810053272727	76.2820616849288	12	-0.581284410689806	0.12	99
"Lepidochrysops patricia"	2	136.875164	267.903687424242	80.2523517413754	1	-1.63270633920487	0.01	99
"Leptalina unicolor"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Leptidea juvernica"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Leptidea reali"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Leptidea sinapis"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Leptomyrina gorgias"	2	247.46938	279.125491767677	115.522458569503	50	-0.274025606446311	0.5	99
"Leptophobia eleone"	2	71.1089	257.405226171717	63.0815895784926	2	-2.9532598562677	0.02	99
"Leptosia alcesta"	2	247.469241	272.860786343434	99.362159539793	51.5	-0.255545425552727	0.515	99
"Leptotes cassius"	2	247.46905	303.220078888889	137.439238663938	40	-0.40564128141898	0.4	99
"Lerema accius"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Lerodea eufala"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Lethe anthedon"	2	271.517173	265.229318787879	82.8005426035167	79	0.0759397706151523	0.79	99
"Lethe dura"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Lethe europa"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Lethe rohria"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Leucantigius atayalica"	2	80.4628	270.421553777778	92.3463662867055	1	-2.05702467152868	0.01	99
"Leucidia brephos"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Leucochimona icare"	2	271.51654	268.057084575758	81.4498509786882	63	0.0424734408065114	0.63	99
"Leucochitonea levubu"	2	76.7222	256.331343525253	75.0202965391459	1	-2.39414067673715	0.01	99
"Lexias aeropa"	2	121.1138	252.015527656566	65.8614771883854	4	-1.98753100058998	0.04	99
"Libythea celtis"	2	197.92355	276.105661636364	93.1167165476857	2	-0.839614137342634	0.02	99
"Libythea lepita"	2	142.37061	268.153075414141	92.5625558029292	3	-1.35889144722775	0.03	99
"Lieinix nemesis"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Limenitis arthemis"	6	216.106052	271.776757387205	53.347542594222	2	-1.04354770023156	0.02	99
"Limenitis cottini"	2	125.2141	267.234412565657	93.1945808904796	2	-1.52391170397081	0.02	99
"Limenitis populi"	2	125.2141	267.234412565657	93.1945808904796	2	-1.52391170397081	0.02	99
"Limenitis sulpitia"	2	105.1968	256.758608333333	62.9727718125493	1	-2.40678318535012	0.01	99
"Lipaphnaeus aderna"	2	188	270.240789484849	79.904165667957	1	-1.0292428285479	0.01	99
"Liphyra brassolis"	0	NA	NA	NA	NA	NA	NA	99
"Logania malayica"	0	NA	NA	NA	NA	NA	NA	99
"Lopinga deidamia"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Lotongus calathus"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Loxura atymnus"	2	239.54422	265.391877848485	96.8203934522858	33	-0.266965015601005	0.33	99
"Lucia limbaria"	2	91.3386	269.141892787879	90.3907829966	1	-1.96705114054125	0.01	99
"Lucinia cadma"	2	247.469532	271.07497279798	80.0386210086413	43	-0.294925630908	0.43	99
"Luehdorfia japonica"	2	176.8466	261.028659353535	73.0197446242557	3	-1.15286707433337	0.03	99
"Luehdorfia puziloi"	2	176.8466	261.028659353535	73.0197446242557	3	-1.15286707433337	0.03	99
"Luthrodes cleotas"	2	34.1076	267.49438389899	83.1907494986856	1	-2.80544153412967	0.01	99
"Lycaena hippothoe"	2	88.9723	284.296587767677	127.621181129575	2	-1.53050054888117	0.02	99
"Lycas argentea"	2	11.01356	277.056709191919	96.6589405765033	1	-2.75239049388662	0.01	99
"Lychnuchoides ozias"	2	54.2995	261.773657535354	72.5829544601288	1	-2.85844189009036	0.01	99
"Lycorea halia"	4	241.382677666667	284.41110120202	77.5213878701489	19	-0.555052285795343	0.19	99
"Lysandra coridon"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Macrosoma hyacinthina"	2	76.7222	256.331343525253	75.0202965391459	1	-2.39414067673715	0.01	99
"Macrosoma rubedinaria"	2	76.7222	256.331343525253	75.0202965391459	1	-2.39414067673715	0.01	99
"Macrosoma tipulata"	2	76.7222	256.331343525253	75.0202965391459	1	-2.39414067673715	0.01	99
"Magnastigma hirsuta"	2	169.1905	277.279970141414	106.155273358808	3	-1.01822044936071	0.03	99
"Magneuptychia alcinoe"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Magneuptychia libye"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Magneuptychia ocnus"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Mahathala ameria"	2	247.469009	270.809313484848	90.5061852376061	32	-0.257886291678001	0.32	99
"Manataria hercyna"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Mandarinia regalis"	2	60	257.295851292929	85.7310354781652	1	-2.30133521883307	0.01	99
"Maniola jurtina"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Manto hypoleuca"	2	247.46973	273.032025080808	99.9638586832661	54	-0.255715369709785	0.54	99
"Marpesia eleuchea"	2	84.9278	296.244680232323	127.539101484657	1	-1.65687916703525	0.01	99
"Matapa aria"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Mathania aureomaculata"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Maurus vogelii"	2	237.157969	275.475410222222	88.7583938918031	9	-0.431704986335506	0.09	99
"Mcclungia cymo"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Meandrusa lachinus"	2	169.1905	277.279970141414	106.155273358808	3	-1.01822044936071	0.03	99
"Mechanitis lysimnia"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Mechanitis polymnia"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Megathymus streckeri"	2	135.10077	265.735167989899	82.5517002776806	2	-1.58245557087839	0.02	99
"Megathymus ursus"	2	135.10077	265.735167989899	82.5517002776806	2	-1.58245557087839	0.02	99
"Megathymus yuccae"	2	135.10077	265.735167989899	82.5517002776806	2	-1.58245557087839	0.02	99
"Megeuptychia antonoe"	2	54.2995	261.773657535354	72.5829544601288	1	-2.85844189009036	0.01	99
"Megisba malaya"	3	235.295887333333	264.535046882155	59.9827934990486	14	-0.487459116909675	0.14	99
"Megisto cymela"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Megisto rubricata"	2	178.1646	268.304246424242	92.4172103684769	3	-0.975355629810144	0.03	99
"Melampias huebneri"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Melanargia galathea"	2	178.1646	268.304246424242	92.4172103684769	3	-0.975355629810144	0.03	99
"Melanis pixe"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Melanitis leda"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Melanocyma faunula"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Melanolycaena altimontana"	2	247.468999	281.896658505051	111.805106147172	44	-0.307925645719013	0.44	99
"Melete lycimnia"	2	159.8647	282.563350686869	111.843506319234	2	-1.09705654556869	0.02	99
"Melinaea menophilus"	2	79.32	268.01839449495	81.1064053107809	1	-2.32655354126349	0.01	99
"Melitaea cinxia"	3	189.669213333333	271.671115468014	79.7393392183601	2	-1.02837448790646	0.02	99
"Melphinyet flavina"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Melphinyet tarace"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Memphis pithyusa"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Mesene croceella"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Mesene phareus"	2	237.158162	287.110702484849	116.839415639747	26	-0.427531584365913	0.26	99
"Mesodina halyzia"	2	117.202	271.827296646465	92.5030912408015	2	-1.67156896674889	0.02	99
"Mesosemia grandis"	2	99.499	256.569990232323	46.1824661644012	1	-3.4010957681034	0.01	99
"Mesoxantha ethosea"	2	247.468941	281.464029474748	103.442138765712	35	-0.32863868516624	0.35	99
"Mestra dorcas"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Metacharis umbrata"	2	195.5798	269.187799	92.5038055364582	5	-0.795729414299492	0.05	99
"Metamorpha elissa"	2	69.4758	267.843463151515	106.275976327714	3	-1.86653343498653	0.03	99
"Methona themisto"	4	228.545528166667	280.098788513468	77.8359752871207	4	-0.662332040635864	0.04	99
"Metisella metis"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Meza meza"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Michaelus ira"	2	94.848	277.607756040404	105.529433107443	1	-1.73183680285983	0.01	99
"Microceris variicolor"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Microtia elva"	2	69.4758	267.843463151515	106.275976327714	3	-1.86653343498653	0.03	99
"Miletus symethus"	0	NA	NA	NA	NA	NA	NA	99
"Mimathyma chevana"	2	148.3419	278.570102878788	105.330862836783	1	-1.23637269620192	0.01	99
"Mimeresia libentina"	0	NA	NA	NA	NA	NA	NA	99
"Mimoides xynias"	2	118	267.463909444444	81.1855527727609	1	-1.84101609633422	0.01	99
"Mimoniades ocyalus"	2	115.2222	270.207934252525	91.8300293332869	2	-1.68774566857669	0.02	99
"Ministrymon leda"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Minois dryas"	2	187.64298	258.536289272727	61.371363226139	3	-1.15515291735499	0.03	99
"Mnasilus allubita"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Moduza procris"	2	99.499	256.569990232323	46.1824661644012	1	-3.4010957681034	0.01	99
"Moeros moeros"	2	99.1432	268.770169626263	81.4654507262533	1	-2.08219518966705	0.01	99
"Monza punctata"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Morpho helenor"	6	223.022617333333	277.722807611448	59.6158951874424	1	-0.917543720615582	0.01	99
"Morphopsis albertisi"	3	225.16928	262.669149225589	54.6226746921914	8	-0.686525686208296	0.08	99
"Morvina morvus"	2	67.3231	277.882838474747	106.731728176834	1	-1.97279423908409	0.01	99
"Morys compta"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Mota massyla"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Motasingha trimaculata"	2	213.46811	261.095349727273	73.0883452246754	7	-0.651639321985816	0.07	99
"Mycalesis francisca"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Mycalesis tagala"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Mygona irmina"	2	95.4795	273.498210636364	88.9901911768869	1	-2.00043070232891	0.01	99
"Mylothris chloris"	2	162.945367	268.391978818182	87.4624142079954	2	-1.2056220123014	0.02	99
"Myrina silenus"	2	84.9278	296.244680232323	127.539101484657	1	-1.65687916703525	0.01	99
"Myscelia cyaniris"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Myscelia orsis"	2	123.7924	272.66423120202	91.8816059900887	2	-1.62025717332454	0.02	99
"Myscelus amystis"	2	158.29681	253.68739159596	47.7841833589561	3	-1.99627941487213	0.03	99
"Myscelus belti"	2	101.2678	268.293022555556	81.8859733857528	1	-2.03972934129664	0.01	99
"Myscelus epimachia"	2	101.2678	268.293022555556	81.8859733857528	1	-2.03972934129664	0.01	99
"Myscelus nobilis"	2	75.9974	259.593532171717	59.6975046067506	1	-3.07544064665906	0.01	99
"Mysoria barcastus"	2	125.2141	267.234412565657	93.1945808904796	2	-1.52391170397081	0.02	99
"Nabokovia faga"	2	192	296.745691383838	135.435320170237	4	-0.773400109012752	0.04	99
"Nacaduba kurava"	6	219.7705732	264.267813654545	42.4250634879595	1	-1.04884322606079	0.01	99
