ntaxa	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	runs
Hypolycaena sipylus	2	247.469383	285.991888555556	118.031843733093	44.5	-0.326373835544474	0.445	99
Hyponephele lycaon	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Hypothyris euclea	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Hypsochila wagenknechti	2	67.0275	267.232986434343	82.4870566414286	1	-2.42711395685552	0.01	99
Iambrix salsala	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Idea leuconoe	2	61.789	275.614318979798	98.8463866004229	1	-2.1632082500311	0.01	99
Ideopsis gaura	2	61.789	275.614318979798	98.8463866004229	1	-2.1632082500311	0.01	99
Ideopsis vitrea	2	213.48329	275.303663525253	106.095068877741	11	-0.58268847156781	0.11	99
Inbio hilara	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Iolana iolas	1	NA	NA	NA	NA	NA	NA	99
Iolaus bellina	1	NA	NA	NA	NA	NA	NA	99
Iophanus pyrrhias	1	NA	NA	NA	NA	NA	NA	99
Iphiclides podalirius	2	189.1223	267.829757666667	81.4096884627548	1	-0.966807012198255	0.01	99
Ipidecla miadora	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Iraota rochana	1	NA	NA	NA	NA	NA	NA	99
Iratsume orsedice	2	244.81141	283.813256242424	110.729816582717	29	-0.352225330503363	0.29	99
Iridana perdita	0	NA	NA	NA	NA	NA	NA	99
Isma bononia	2	76.5949	270.265837868687	90.093308240468	1	-2.14967062094956	0.01	99
Isoteinon lamprospilus	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Issoria baumanni	2	141.2676	261.006042424242	75.1996584536831	3	-1.59227375345051	0.03	99
Issoria lathonia	4	238.492469666667	270.830074456229	62.9992597449381	14	-0.513301345452089	0.14	99
Ithomia drymo	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Ithomia patilla	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Ixias pyrene	2	138.5406	267.242565656566	82.9969421100654	3	-1.55068322259257	0.03	99
Jacoona anasuja	2	94.848	260.607247878788	74.3225864826048	1	-2.23026748292168	0.01	99
Jalmenus evagoras	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Jameela palmyra	2	94.848	260.607247878788	74.3225864826048	1	-2.23026748292168	0.01	99
Jamides bochus	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Japonica saepestriata	2	80.4628	300.238756787879	131.788572764126	1	-1.66764046516561	0.01	99
Jemadia pseudognetus	2	169.1905	275.081330414141	97.2755407158592	1	-1.08856583715579	0.01	99
Jonaspyge aesculapus	1	NA	NA	NA	NA	NA	NA	99
Juditha caucana	3	242.170076666667	269.883070188552	73.1938291835064	29	-0.378624726032648	0.29	99
Junea doraete	1	NA	NA	NA	NA	NA	NA	99
Junonia coenia	6	99.5597494666667	275.452262144108	57.369857400642	1	-3.06593951330743	0.01	99
Junonia natalica	2	136.87521	264.127164272727	73.8894229211771	3	-1.72219445276323	0.03	99
Kallima limborgii	2	69.4758	265.951632868687	70.6843324752514	1	-2.7796235175239	0.01	99
Kallima paralekta	2	69.4758	265.951632868687	70.6843324752514	1	-2.7796235175239	0.01	99
Kallimoides rumia	0	NA	NA	NA	NA	NA	NA	99
Kaniska canace	2	111.15237	274.99256359596	99.024692584802	2	-1.65453877532264	0.02	99
Kedestes barberae	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Kirinia epimenides	0	NA	NA	NA	NA	NA	NA	99
Kisutam syllis	1	NA	NA	NA	NA	NA	NA	99
Kolana ligurina	0	NA	NA	NA	NA	NA	NA	99
Kretania psylorita	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Kricogonia lyside	2	120.0232	268.437218565657	81.5427197460897	1	-1.82007687538253	0.01	99
Lachnocnema bibulus	0	NA	NA	NA	NA	NA	NA	99
Lachnoptera ayresii	2	189.730587	265.868777050505	95.9336223326407	9	-0.793654906373733	0.09	99
Laeosopis roboris	2	64.188	267.41242159596	94.4946145165471	1	-2.15064554351267	0.01	99
Lampides boeticus	1	NA	NA	NA	NA	NA	NA	99
Lamprolenis nitida	1	NA	NA	NA	NA	NA	NA	99
Lamproptera curius	2	65.0052	267.520374828283	92.1847175501218	1	-2.19684108397005	0.01	99
Lamproptera meges	1	NA	NA	NA	NA	NA	NA	99
Laothus barajo	2	90.5191	267.453046525253	81.4769278374603	1	-2.17158343130243	0.01	99
Lasaia agesilas	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Lasaia sula	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Lasiommata megera	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Lebadea martha	3	242.169912666667	274.173751010101	84.2103026305438	29	-0.380046589831709	0.29	99
Lemonias zygia	1	NA	NA	NA	NA	NA	NA	99
Leodonta tellane	2	159.8647	259.642091888889	59.1391929729983	1	-1.6871618781549	0.01	99
Lepella lepeletier	1	NA	NA	NA	NA	NA	NA	99
Lepidochrysops patricia	2	136.875164	284.003231727273	110.237144577434	1	-1.33465056892802	0.01	99
Leptalina unicolor	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Leptidea juvernica	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Leptidea reali	1	NA	NA	NA	NA	NA	NA	99
Leptidea sinapis	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Leptomyrina gorgias	2	247.46938	256.819910383838	61.5126160765013	55	-0.152009961212012	0.55	99
Leptophobia eleone	1	NA	NA	NA	NA	NA	NA	99
Leptosia alcesta	2	247.469241	271.48668840404	99.5231573005416	54	-0.241325215713486	0.54	99
Leptotes cassius	2	247.46905	282.271624383838	111.721471175874	40	-0.311511959317574	0.4	99
Lerema accius	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Lerodea eufala	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Lethe anthedon	2	271.517173	274.390068828283	99.5942769726346	80	-0.0288459931193858	0.8	99
Lethe dura	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Lethe europa	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Lethe rohria	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Leucantigius atayalica	2	80.4628	300.238756787879	131.788572764126	1	-1.66764046516561	0.01	99
Leucidia brephos	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Leucochimona icare	1	NA	NA	NA	NA	NA	NA	99
Leucochitonea levubu	2	76.7222	285.527610707071	110.206080678118	1	-1.89468139527558	0.01	99
Lexias aeropa	2	121.1138	272.409365949495	89.8206817357878	1	-1.68441792052457	0.01	99
Libythea celtis	1	NA	NA	NA	NA	NA	NA	99
Libythea lepita	2	142.37061	281.993212050505	111.639378226832	1	-1.25065728838811	0.01	99
Lieinix nemesis	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Limenitis arthemis	5	220.9159368	264.531870268687	51.2635843733656	3	-0.850817085887343	0.03	99
Limenitis cottini	2	125.2141	275.910577151515	107.15482170397	2	-1.40634340811873	0.02	99
Limenitis populi	2	125.2141	275.910577151515	107.15482170397	2	-1.40634340811873	0.02	99
Limenitis sulpitia	2	105.1968	275.839541878788	97.3332793482131	1	-1.7531798273056	0.01	99
Lipaphnaeus aderna	2	188	274.990880030303	98.4657306810088	4	-0.883463509879596	0.04	99
Liphyra brassolis	0	NA	NA	NA	NA	NA	NA	99
Logania malayica	0	NA	NA	NA	NA	NA	NA	99
Lopinga deidamia	1	NA	NA	NA	NA	NA	NA	99
Lotongus calathus	2	99.1432	266.184749878788	96.4424403565725	3	-1.73203362815367	0.03	99
Loxura atymnus	2	239.54422	307.255928131313	141.632267540665	24	-0.478081084960898	0.24	99
Lucia limbaria	2	91.3386	279.687153313131	104.690953303147	1	-1.79909101379317	0.01	99
Lucinia cadma	1	NA	NA	NA	NA	NA	NA	99
Luehdorfia japonica	2	176.8466	268.871724939394	90.9725454014868	2	-1.01157029885513	0.02	99
Luehdorfia puziloi	2	176.8466	268.871724939394	90.9725454014868	2	-1.01157029885513	0.02	99
Luthrodes cleotas	2	34.1076	257.472763393939	76.6327863419677	1	-2.91474672990736	0.01	99
Lycaena hippothoe	2	88.9723	274.069405171717	97.9629641439775	1	-1.88946003001377	0.01	99
Lycas argentea	2	11.01356	266.343994878788	72.3943321259889	1	-3.52693957359027	0.01	99
Lychnuchoides ozias	1	NA	NA	NA	NA	NA	NA	99
Lycorea halia	3	244.032282	268.613836255892	67.6993975932056	32	-0.363098567044847	0.32	99
Lysandra coridon	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Macrosoma hyacinthina	2	76.7222	285.527610707071	110.206080678118	1	-1.89468139527558	0.01	99
Macrosoma rubedinaria	2	76.7222	285.527610707071	110.206080678118	1	-1.89468139527558	0.01	99
Macrosoma tipulata	2	76.7222	285.527610707071	110.206080678118	1	-1.89468139527558	0.01	99
Magnastigma hirsuta	1	NA	NA	NA	NA	NA	NA	99
Magneuptychia alcinoe	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Magneuptychia libye	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Magneuptychia ocnus	1	NA	NA	NA	NA	NA	NA	99
Mahathala ameria	2	247.469009	267.440236555556	82.423932856561	36	-0.242298891394938	0.36	99
Manataria hercyna	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Mandarinia regalis	1	NA	NA	NA	NA	NA	NA	99
Maniola jurtina	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Manto hypoleuca	0	NA	NA	NA	NA	NA	NA	99
Marpesia eleuchea	2	84.9278	264.250337040404	84.1029130607434	1	-2.13217985577846	0.01	99
Matapa aria	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Mathania aureomaculata	1	NA	NA	NA	NA	NA	NA	99
Maurus vogelii	1	NA	NA	NA	NA	NA	NA	99
Mcclungia cymo	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Meandrusa lachinus	1	NA	NA	NA	NA	NA	NA	99
Mechanitis lysimnia	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Mechanitis polymnia	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Megathymus streckeri	2	135.10077	272.949027090909	111.155303459295	4.5	-1.24014107110408	0.045	99
Megathymus ursus	2	135.10077	272.949027090909	111.155303459295	4.5	-1.24014107110408	0.045	99
Megathymus yuccae	2	135.10077	272.949027090909	111.155303459295	4.5	-1.24014107110408	0.045	99
Megeuptychia antonoe	2	54.2995	275.136122545455	107.078091716235	1	-2.06238847747389	0.01	99
Megisba malaya	3	235.295887333333	266.610994215488	66.1606902813271	15	-0.473318926223373	0.15	99
Megisto cymela	1	NA	NA	NA	NA	NA	NA	99
Megisto rubricata	1	NA	NA	NA	NA	NA	NA	99
Melampias huebneri	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Melanargia galathea	1	NA	NA	NA	NA	NA	NA	99
Melanis pixe	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Melanitis leda	1	NA	NA	NA	NA	NA	NA	99
Melanocyma faunula	1	NA	NA	NA	NA	NA	NA	99
Melanolycaena altimontana	0	NA	NA	NA	NA	NA	NA	99
Melete lycimnia	2	159.8647	259.642091888889	59.1391929729983	1	-1.6871618781549	0.01	99
Melinaea menophilus	1	NA	NA	NA	NA	NA	NA	99
Melitaea cinxia	2	213.48321	282.774217363636	112.271602990518	6	-0.617173047484576	0.06	99
Melphinyet flavina	2	123.7924	270.749193030303	90.7738575965608	1	-1.61893299371989	0.01	99
Melphinyet tarace	1	NA	NA	NA	NA	NA	NA	99
Memphis pithyusa	2	123.7924	270.749193030303	90.7738575965608	1	-1.61893299371989	0.01	99
Mesene croceella	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Mesene phareus	2	237.158162	277.552869191919	96.6753555453195	21	-0.417838723882251	0.21	99
Mesodina halyzia	2	117.202	260.870652383838	73.1546378577188	1	-1.96390354174488	0.01	99
Mesosemia grandis	2	99.499	280.600677949495	114.232659060649	1	-1.58537566610739	0.01	99
Mesoxantha ethosea	1	NA	NA	NA	NA	NA	NA	99
Mestra dorcas	2	123.7924	270.749193030303	90.7738575965608	1	-1.61893299371989	0.01	99
Metacharis umbrata	1	NA	NA	NA	NA	NA	NA	99
Metamorpha elissa	1	NA	NA	NA	NA	NA	NA	99
Methona themisto	1	NA	NA	NA	NA	NA	NA	99
Metisella metis	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Meza meza	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Michaelus ira	1	NA	NA	NA	NA	NA	NA	99
Microceris variicolor	1	NA	NA	NA	NA	NA	NA	99
Microtia elva	2	69.4758	265.951632868687	70.6843324752514	1	-2.7796235175239	0.01	99
Miletus symethus	0	NA	NA	NA	NA	NA	NA	99
Mimathyma chevana	2	148.3419	280.85512969697	104.37143596791	1	-1.2696311827856	0.01	99
Mimeresia libentina	0	NA	NA	NA	NA	NA	NA	99
Mimoides xynias	1	NA	NA	NA	NA	NA	NA	99
Mimoniades ocyalus	1	NA	NA	NA	NA	NA	NA	99
Ministrymon leda	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Minois dryas	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Mnasilus allubita	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Moduza procris	2	99.499	280.600677949495	114.232659060649	1	-1.58537566610739	0.01	99
Moeros moeros	2	99.1432	266.184749878788	96.4424403565725	3	-1.73203362815367	0.03	99
Monza punctata	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Morpho helenor	6	223.022617333333	263.816199695623	45.2116700456975	1	-0.902279927307655	0.01	99
Morphopsis albertisi	1	NA	NA	NA	NA	NA	NA	99
Morvina morvus	1	NA	NA	NA	NA	NA	NA	99
Morys compta	1	NA	NA	NA	NA	NA	NA	99
Mota massyla	1	NA	NA	NA	NA	NA	NA	99
Motasingha trimaculata	2	213.46811	280.457473060606	103.880743772809	5	-0.644867957502443	0.05	99
Mycalesis francisca	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Mycalesis tagala	1	NA	NA	NA	NA	NA	NA	99
Mygona irmina	1	NA	NA	NA	NA	NA	NA	99
Mylothris chloris	2	162.945367	253.582170838384	62.3588638610713	3	-1.45347105810511	0.03	99
Myrina silenus	2	84.9278	264.250337040404	84.1029130607434	1	-2.13217985577846	0.01	99
Myscelia cyaniris	2	123.7924	270.749193030303	90.7738575965608	1	-1.61893299371989	0.01	99
Myscelia orsis	2	123.7924	270.749193030303	90.7738575965608	1	-1.61893299371989	0.01	99
Myscelus amystis	2	158.29681	267.358138747475	83.0822141247635	2	-1.31269165002871	0.02	99
Myscelus belti	2	101.2678	271.865837818182	90.4391409178762	1	-1.88632970290037	0.01	99
Myscelus epimachia	1	NA	NA	NA	NA	NA	NA	99
Myscelus nobilis	2	75.9974	269.857358858586	81.2393337059349	1	-2.38628198946471	0.01	99
Mysoria barcastus	2	125.2141	275.910577151515	107.15482170397	2	-1.40634340811873	0.02	99
Nabokovia faga	1	NA	NA	NA	NA	NA	NA	99
Nacaduba kurava	5	211.736026	269.479499458586	52.282026624135	1	-1.10446126875904	0.01	99
Napaea eucharila	2	63.5784	284.061971181818	102.770882146807	1	-2.14538949725916	0.01	99
Napeocles jucunda	1	NA	NA	NA	NA	NA	NA	99
Narcosius colossus	0	NA	NA	NA	NA	NA	NA	99
Nascus phocus	1	NA	NA	NA	NA	NA	NA	99
Nastra julia	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Nathalis iole	5	233.805616	269.594353210101	57.6775052450815	9	-0.620497316207221	0.09	99
Neita neita	1	NA	NA	NA	NA	NA	NA	99
Nelia nemyroides	0	NA	NA	NA	NA	NA	NA	99
Neocoenyra duplex	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Neohesperilla croceus	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Neohesperilla xanthomera	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Neolucia agricola	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Neolysandra diana	1	NA	NA	NA	NA	NA	NA	99
Neominois ridingsii	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Neomyrina nivea	2	271.824915	276.42610840404	106.241710780244	84	-0.0433087284668989	0.84	99
Neonympha areolatus	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Neophasia menapia	2	83.3911	265.04523740404	59.1276888694422	1	-3.07223469879137	0.01	99
Neopithecops zalmora	2	247.040845	254.631718090909	67.2617035621778	31	-0.112855795926905	0.31	99
Neorina crishna	1	NA	NA	NA	NA	NA	NA	99
Neoxeniades braesia	1	NA	NA	NA	NA	NA	NA	99
Neozephyrus japonica	2	136.5508	268.819887050505	103.743037675886	5	-1.27496832571782	0.05	99
Neozephyrus orientalis	2	80.4628	300.238756787879	131.788572764126	1	-1.66764046516561	0.01	99
Neptidopsis ophione	2	123.7924	270.749193030303	90.7738575965608	1	-1.61893299371989	0.01	99
Neptis sappho	5	212.5155852	275.899932430303	59.5812849472752	3	-1.06382981310983	0.03	99
Neruda aoede	1	NA	NA	NA	NA	NA	NA	99
Nesolycaena albosericea	2	118	266.993082373737	82.2710955153474	1	-1.81100156063855	0.01	99
Nesoxenica leprea	2	89.2401	262.820799393939	72.2667371908607	1	-2.40194460330349	0.01	99
Nessaea aglaura	2	123.7924	270.749193030303	90.7738575965608	1	-1.61893299371989	0.01	99
Netrobalane canopus	2	76.7222	285.527610707071	110.206080678118	1	-1.89468139527558	0.01	99
Netrocoryne repanda	8	345.894092535714	270.472292870851	42.1379718942868	83	1.78987730719638	0.83	99
Neurellipes lusones	1	NA	NA	NA	NA	NA	NA	99
Nica flavilla	2	121.5324	267.314620414141	81.1171838716079	1	-1.7971804919274	0.01	99
Ninguta schrenkii	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Niphanda fusca	0	NA	NA	NA	NA	NA	NA	99
Noctuana haematospila	1	NA	NA	NA	NA	NA	NA	99
Nosea hainanensis	1	NA	NA	NA	NA	NA	NA	99
Notheme erota	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Nothodanis schaeffera	2	55.3776	266.13046559596	82.3196947483386	1	-2.56017549919563	0.01	99
Notocrypta curvifascia	3	108.43506	262.698121919192	60.3313253226566	1	-2.55693142980336	0.01	99
Notocrypta feisthamelii	3	108.43506	262.698121919192	60.3313253226566	1	-2.55693142980336	0.01	99
Nyctelius nyctelius	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Nymphalis antiopa	6	206.962704666667	262.127736090909	41.837071343408	1	-1.3185681897147	0.01	99
Nymphalis xanthomelas	4	222.1595545	266.18008509596	56.9396105431511	3	-0.773109091826315	0.03	99
Nymphidium caricae	1	NA	NA	NA	NA	NA	NA	99
Nymphidium onaeum	2	231.571925	270.693426484848	90.2268895883762	12	-0.433590270742176	0.12	99
Oarisma garita	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Oboronia punctatus	1	NA	NA	NA	NA	NA	NA	99
Ocaria ocrisia	2	237.158272	269.840834949495	93.0559817660557	17	-0.351213993224632	0.17	99
Ochlodes sylvanoides	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Ocybadistes flavovittata	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Ocybadistes walkeri	2	229.20182	275.79042989899	98.643076002937	13	-0.4722947801993	0.13	99
Odina hieroglyphica	1	NA	NA	NA	NA	NA	NA	99
Odontoptilum angulata	2	208.517279	265.839758626263	93.4061782082658	11	-0.613690450951242	0.11	99
Oeneis norna	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Oenomaus ortygnus	2	142.4068	280.981743242424	103.782051369827	1	-1.33524960639497	0.01	99
Oerane microthyrus	2	99.1432	266.184749878788	96.4424403565725	3	-1.73203362815367	0.03	99
Ogyris amaryllis	2	94.848	260.607247878788	74.3225864826048	1	-2.23026748292168	0.01	99
Oileides azines	1	NA	NA	NA	NA	NA	NA	99
Oleria aquata	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Oligoria maculata	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Olyras crathis	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Onophas columbaria	1	NA	NA	NA	NA	NA	NA	99
Opoptera aorsa	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Opsiphanes tamarindi	4	107.454366666667	269.67204837037	61.6652350861471	1	-2.63061806992357	0.01	99
Orachrysops niobe	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Oraidium barberae	2	247.46891	258.294769949495	62.4155122659883	35	-0.173448227154809	0.35	99
Oreisplanus munionga	2	89.2401	262.820799393939	72.2667371908607	1	-2.40194460330349	0.01	99
Oreixenica lathoniella	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Oressinoma typhla	2	89.2401	262.820799393939	72.2667371908607	1	-2.40194460330349	0.01	99
Oriens gola	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Orinoma damaris	1	NA	NA	NA	NA	NA	NA	99
Orphe gerasa	1	NA	NA	NA	NA	NA	NA	99
Orses cynisca	1	NA	NA	NA	NA	NA	NA	99
Orsotriaena medus	1	NA	NA	NA	NA	NA	NA	99
Ortilia liriope	4	152.462159	272.496566690236	67.9306949141516	1	-1.76701280388683	0.01	99
Osmodes laronia	2	54.2995	275.136122545455	107.078091716235	1	-2.06238847747389	0.01	99
Oxynetra stangelandi	1	NA	NA	NA	NA	NA	NA	99
Oxynthes corusca	1	NA	NA	NA	NA	NA	NA	99
Pachliopta aristolochiae	2	176.8466	268.871724939394	90.9725454014868	2	-1.01157029885513	0.02	99
Pachliopta kotzebuea	2	176.8466	268.871724939394	90.9725454014868	2	-1.01157029885513	0.02	99
Pachythone gigas	0	NA	NA	NA	NA	NA	NA	99
Pachythone xanthe	0	NA	NA	NA	NA	NA	NA	99
Pagyris cymothoe	2	79.32	266.343366131313	87.1968969782647	1	-2.14483969742561	0.01	99
Palaeonympha opalina	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Palla ussheri	2	247.041153	265.368853474747	70.901833614503	24	-0.258494026746842	0.24	99
Panacea procilla	0	NA	NA	NA	NA	NA	NA	99
Pandita sinope	1	NA	NA	NA	NA	NA	NA	99
Panoquina lucas	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Panoquina ocola	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Panoquina panoquin	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Panthiades hebraeus	2	225.40331	271.03359669697	91.2174343625897	9	-0.500236462643633	0.09	99
Pantoporia hordonia	2	192	277.562907161616	106.46672941564	4	-0.803658641823996	0.04	99
Panyapedaliodes drymaea	1	NA	NA	NA	NA	NA	NA	99
Papias subcostulata	1	NA	NA	NA	NA	NA	NA	99
Papilio alexanor	2	120	281.921508111111	112.688407552993	2	-1.4368958762237	0.02	99
Papilio ambrax	2	247.040953	277.523644414141	107.414558210948	32	-0.283785474909998	0.32	99
Papilio clytia	2	169.1905	275.081330414141	97.2755407158592	1	-1.08856583715579	0.01	99
Papilio deiphobus	2	118	266.993082373737	82.2710955153474	1	-1.81100156063855	0.01	99
Papilio elwesi	2	255.403203	278.318567171717	105.243374744798	56	-0.217736881084286	0.56	99
Papilio gigon	2	118	266.993082373737	82.2710955153474	1	-1.81100156063855	0.01	99
Papilio joanae	2	120	281.921508111111	112.688407552993	2	-1.4368958762237	0.02	99
Papilio machaon	3	227.180602	266.170832552189	65.352779667657	8	-0.596611662892815	0.08	99
Papilio memnon	2	271.396785	275.568297949495	97.7489691499692	61	-0.0426757743408518	0.61	99
Papilio phestus	2	118	266.993082373737	82.2710955153474	1	-1.81100156063855	0.01	99
Papilio polytes	2	118	266.993082373737	82.2710955153474	1	-1.81100156063855	0.01	99
Papilio polyxenes	2	247.040603	267.104534707071	82.4346152600125	34	-0.243392070719148	0.34	99
Papilio protenor	2	118	266.993082373737	82.2710955153474	1	-1.81100156063855	0.01	99
Papilio slateri	2	169.1905	275.081330414141	97.2755407158592	1	-1.08856583715579	0.01	99
Papilio xuthus	2	271.397015	260.297105939394	74.8664363836331	56	0.148262821055453	0.56	99
Papilio zelicaon	2	247.040603	267.104534707071	82.4346152600125	34	-0.243392070719148	0.34	99
Paracarystus hypargyra	1	NA	NA	NA	NA	NA	NA	99
Parachoranthus magdalia	1	NA	NA	NA	NA	NA	NA	99
Paralethe dendrophilus	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Paralucia pyrodiscus	2	38.2414	268.171017343434	93.7696251813176	1	-2.45206928041816	0.01	99
Paramacera xicaque	1	NA	NA	NA	NA	NA	NA	99
Paramimus scurra	0	NA	NA	NA	NA	NA	NA	99
Parantica aglea	2	61.789	275.614318979798	98.8463866004229	1	-2.1632082500311	0.01	99
Parantica sita	2	61.789	275.614318979798	98.8463866004229	1	-2.1632082500311	0.01	99
Pararge aegeria	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Parasarpa daraxa	2	125.2141	275.910577151515	107.15482170397	2	-1.40634340811873	0.02	99
Paratisiphone lyrnessa	1	NA	NA	NA	NA	NA	NA	99
Paratrytone snowi	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Pardaleodes edipus	1	NA	NA	NA	NA	NA	NA	99
Pardaleodes incerta	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Pardopsis punctatissima	1	NA	NA	NA	NA	NA	NA	99
Parelbella ahira	0	NA	NA	NA	NA	NA	NA	99
Parelbella macleannani	1	NA	NA	NA	NA	NA	NA	99
Pareronia valeria	2	138.5406	267.242565656566	82.9969421100654	3	-1.55068322259257	0.03	99
Pareuptychia hesionides	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Pareuptychia ocirrhoe	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Parides agavus	2	176.8466	268.871724939394	90.9725454014868	2	-1.01157029885513	0.02	99
Parides eurimedes	2	176.8466	268.871724939394	90.9725454014868	2	-1.01157029885513	0.02	99
Parides photinus	2	176.8466	268.871724939394	90.9725454014868	2	-1.01157029885513	0.02	99
Parnara apostata	2	95.4795	288.865761414141	112.863907675222	1	-1.71344644534754	0.01	99
Parnara guttatus	2	187.64298	270.79732769697	92.0498476993296	4	-0.90336214317903	0.04	99
Parnassius apollo	2	119.0588	255.376485181818	63.8832970838038	2	-2.13385487920251	0.02	99
Parnassius imperator	2	174.3955	275.498932414141	98.6658544750761	3	-1.02470538518147	0.03	99
