Lep_family,Lep_accepted_name,PD,Num.families,mpd.obs,mpd.obs.z,mntd.obs,mntd.obs.z,host.module
Nymphalidae,Xanthotaenia busiris,325.050972,1,51.8437,-2.303016405,51.8437,-2.036770203,13
Nymphalidae,Xois sesara,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,8
Nymphalidae,Yoma sabina,460.808532,2,266.35092,-0.043765055,266.35092,0.053718331,4
Nymphalidae,Ypthima argus,418.872232,2,187.64298,-1.155152917,187.64298,-0.860297683,8
Nymphalidae,Ypthimomorpha itonia,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,8
Nymphalidae,Yramea cytheris,325.050678,1,141.2676,-1.243272263,141.2676,-1.554566676,1
Nymphalidae,Zaretis callidryas,325.050658,1,125.2141,-1.523911704,125.2141,-1.390436614,12
Nymphalidae,Zaretis isidora,440.836878,2,231.571646,-0.344710729,231.571646,-0.382067585,12
Nymphalidae,Zethera pimplea,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,8
Papilionidae,Archon apollinus,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Atrophaneura alcinous,460.963482,2,271.825562,0.42693806,271.825562,0.239646544,NA
Papilionidae,Atrophaneura coon,460.963428,2,271.825418,0.404050662,271.825418,-0.010052233,NA
Papilionidae,Atrophaneura neptunus,460.962694,2,271.397015,0.175964505,271.397015,0.183625376,NA
Papilionidae,Atrophaneura semperi,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Baronia brevicornis,325.050502,1,192,-0.773400109,192,-0.886740072,7
Papilionidae,Battus belus,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Battus polydamas,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Bhutanitis mansfieldi,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Bhutanitis thaidina,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Cressida cressida,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Euryades corethrus,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Eurytides dioxippus,325.05054,1,130.5428,-1.585903715,130.5428,-1.456296672,2
Papilionidae,Eurytides dolicaon,452.752303,2,255.403203,-0.19438905,255.403203,-0.201698972,1
Papilionidae,Eurytides marcellus,325.05054,1,142.4068,-1.222403248,142.4068,-1.594470017,NA
Papilionidae,Eurytides philolaus,325.05054,1,142.4068,-1.222403248,142.4068,-1.594470017,1
Papilionidae,Graphium agamemnon,433.43054,2,216.76,-0.54991282,216.76,-0.578086197,1
Papilionidae,Graphium evemon,697.044855,4,257.1736492,-0.263771132,240.1870813,-0.168347361,2
Papilionidae,Graphium sarpedon,669.036903,4,242.3634582,-0.433993429,216.2844315,-0.650722747,2
Papilionidae,Heraclides aristodemus,325.049924,1,118,-1.841016096,118,-1.713297661,NA
Papilionidae,Heraclides cresphontes,325.049924,1,118,-1.841016096,118,-1.713297661,NA
Papilionidae,Heraclides thoas,460.962694,2,271.397115,-0.080446851,271.397115,0.228953201,NA
Papilionidae,Hypermnestra helios,325.050902,1,120.0232,-1.476407879,120.0232,-1.777257431,4
Papilionidae,Iphiclides podalirius,325.050892,1,189.1223,-0.752323687,189.1223,-0.760538946,6
Papilionidae,Lamproptera curius,325.05036,1,65.0052,-2.704486601,65.0052,-1.884733243,2
Papilionidae,Lamproptera meges,460.962284,2,271.396905,-0.035395066,271.396905,0.103325505,2
Papilionidae,Luehdorfia japonica,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Luehdorfia puziloi,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Meandrusa lachinus,325.050763,1,169.1905,-1.018220449,169.1905,-1.042107971,2
Papilionidae,Mimoides xynias,325.049924,1,118,-1.841016096,118,-1.713297661,2
Papilionidae,Pachliopta aristolochiae,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Pachliopta kotzebuea,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Papilio alexanor,325.050162,1,120,-1.47360876,120,-1.635058003,9
Papilionidae,Papilio ambrax,448.784474,2,247.040953,-0.225885723,247.040953,-0.247348788,4
Papilionidae,Papilio clytia,325.050763,1,169.1905,-1.018220449,169.1905,-1.042107971,2
Papilionidae,Papilio deiphobus,325.049924,1,118,-1.841016096,118,-1.713297661,2
Papilionidae,Papilio elwesi,588.664227,3,266.065632,-0.111081919,260.734397,0.280944985,2
Papilionidae,Papilio gigon,325.049924,1,118,-1.841016096,118,-1.713297661,2
Papilionidae,Papilio joanae,325.050162,1,120,-1.47360876,120,-1.635058003,9
Papilionidae,Papilio machaon,602.702634,4,206.0698982,-1.041147728,168.8134958,-2.358312411,2
Papilionidae,Papilio memnon,460.962464,2,271.396785,-0.064222736,271.396785,0.179702854,2
Papilionidae,Papilio phestus,325.049924,1,118,-1.841016096,118,-1.713297661,2
Papilionidae,Papilio polytes,325.049924,1,118,-1.841016096,118,-1.713297661,2
Papilionidae,Papilio polyxenes,448.784134,2,247.040603,-0.298008316,247.040603,-0.252129356,9
Papilionidae,Papilio protenor,325.049924,1,118,-1.841016096,118,-1.713297661,2
Papilionidae,Papilio slateri,325.050763,1,169.1905,-1.018220449,169.1905,-1.042107971,2
Papilionidae,Papilio xuthus,460.962694,2,271.397015,0.175964505,271.397015,0.183625376,2
Papilionidae,Papilio zelicaon,448.784134,2,247.040603,-0.298008316,247.040603,-0.252129356,9
Papilionidae,Parides agavus,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Parides eurimedes,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Parides photinus,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Parnassius apollo,325.051262,1,119.0588,-1.814390642,119.0588,-1.762400846,11
Papilionidae,Parnassius imperator,325.050692,1,174.3955,-1.06239702,174.3955,-1.390413316,10
Papilionidae,Parnassius smintheus,325.051262,1,119.0588,-1.814390642,119.0588,-1.762400846,11
Papilionidae,Pharmacophagus antenor,460.962875,2,271.825465,0.405886756,271.825465,0.149967875,9
Papilionidae,Protesilaus protesilaus,569.343092,3,253.4700013,-0.287273341,235.1150007,-0.315417732,1
Papilionidae,Pterourus glaucus,1396.609939,11,244.4548369,-0.730895507,201.1780118,-0.767244915,NA
Papilionidae,Pterourus troilus,707.243527,4,263.0962643,-0.207004303,246.066543,0.081061195,NA
Papilionidae,Sericinus montela,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Teinopalpus imperialis,596.721405,3,271.7222633,0.006721476,271.6194327,0.377108625,3
Papilionidae,Trogonoptera brookiana,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Troides rhadamantus,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Papilionidae,Troides richmondia,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,NA
Papilionidae,Zerynthia cerisyi,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,NA
Papilionidae,Zerynthia polyxena,325.05077,1,176.8466,-1.152867074,176.8466,-1.345817193,8
Pieridae,Abaeis nicippe,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Afrodryas leda,391.686565,2,208.517028,-0.684512776,208.517028,-0.650807165,5
Pieridae,Anteos maerula,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Anthocharis belia,325.050395,1,67.0275,-2.074442726,67.0275,-2.242511062,5
Pieridae,Anthocharis cardamines,384.526095,2,118.9514,-1.833713669,118.9514,-1.432971484,5
Pieridae,Aphrissa boisduvalii,325.050502,1,192,-0.773400109,192,-0.886740072,NA
Pieridae,Aphrissa statira,567.364324,3,240.5881613,-0.45581751,238.8731047,-0.279207202,NA
Pieridae,Aporia agathon,325.050692,1,85.8842,-2.02482546,85.8842,-2.322947406,10
Pieridae,Aporia crataegi,325.050892,1,189.1223,-0.752323687,189.1223,-0.760538946,6
Pieridae,Appias lasti,542.77174,3,224.2004373,-0.660818316,211.2424573,-0.950565086,5
Pieridae,Appias libythea,407.552165,3,168.4935453,-1.369632691,128.4701527,-2.956008566,5
Pieridae,Appias paulina,443.629524,2,237.15834,-0.340306215,237.15834,-0.411385918,5
Pieridae,Archonias brassolis,448.785365,2,247.469203,-0.167898693,247.469203,-0.352391636,5
Pieridae,Ascia monuste,694.254265,7,163.1043461,-2.303322717,136.9734297,-3.27988381,5
Pieridae,Belenois calypso,443.629485,2,237.158201,-0.407788477,237.158201,-0.386165751,5
Pieridae,Belenois creona,487.063085,3,234.4849273,-0.513441174,221.5008197,-0.741739915,5
Pieridae,Belenois java,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Belenois subeida,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Catasticta nimbice,325.05083,1,159.8647,-1.097056546,159.8647,-1.219100301,12
Pieridae,Catopsilia scylla,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Cepora nerissa,363.328765,2,208.516918,-0.679215367,208.516918,-0.734948224,5
Pieridae,Colias croceus,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Colias hyale,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Colotis amata,429.964865,3,183.4353453,-1.226493159,158.3536993,-2.408451383,5
Pieridae,Colotis evagore,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Cunizza hirlanda,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,6
Pieridae,Delias descombesi,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,6
Pieridae,Delias henningia,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,6
Pieridae,Delias pasithoe,406.52363,2,162.945367,-1.205622012,162.945367,-1.174159497,12
Pieridae,Dercas verhuelli,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Dismorphia theucharila,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Dixeia charina,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Dixeia doxo,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Elodina padusa,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Eroessa chiliensis,325.050272,1,90.5191,-2.026577494,90.5191,-1.822975629,10
Pieridae,Eronia cleodora,391.686565,2,208.517028,-0.684512776,208.517028,-0.650807165,5
Pieridae,Eucheira socialis,325.050542,1,118.202,-1.500634167,118.202,-1.706917627,7
Pieridae,Euchloe ausonia,325.050395,1,67.0275,-2.074442726,67.0275,-2.242511062,5
Pieridae,Euchloe ausonides,325.050395,1,67.0275,-2.074442726,67.0275,-2.242511062,5
Pieridae,Eurema mandarina,437.752352,2,225.40275,-0.534823282,225.40275,-0.51305763,6
Pieridae,Eurema mexicana,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Gandaca harina,576.749531,3,258.4068807,-0.067407968,244.9890063,-0.158927653,1
Pieridae,Ganyra josephina,384.526165,2,208.517148,-0.593693907,208.517148,-0.680916265,5
Pieridae,Ganyra phaloe,325.050395,1,28.4379,-2.183420115,28.4379,-2.252574314,5
Pieridae,Gideona lucasi,325.050612,1,140.3265,-1.205898803,140.3265,-1.795781759,13
Pieridae,Glennia pylotis,407.552165,3,168.4935453,-1.369632691,128.4701527,-2.956008566,5
Pieridae,Glutophrissa drusilla,684.74913,6,203.1632677,-1.311687928,150.15514,-2.456132215,5
Pieridae,Gonepteryx rhamni,424.012652,2,197.92288,-0.748196091,197.92288,-0.878119916,6
Pieridae,Hebomoia glaucippe,407.552165,3,168.4935453,-1.369632691,128.4701527,-2.956008566,5
Pieridae,Hesperocharis marchalii,525.230405,3,212.5056687,-0.736706142,187.853761,-1.411763066,5
Pieridae,Hypsochila wagenknechti,325.050395,1,67.0275,-2.074442726,67.0275,-2.242511062,5
Pieridae,Ixias pyrene,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Kricogonia lyside,325.050902,1,120.0232,-1.476407879,120.0232,-1.777257431,4
Pieridae,Leodonta tellane,325.05083,1,159.8647,-1.097056546,159.8647,-1.219100301,12
Pieridae,Leptidea juvernica,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Leptidea reali,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Leptidea sinapis,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Leptophobia eleone,325.050405,1,71.1089,-2.953259856,71.1089,-2.030630804,5
Pieridae,Leptosia alcesta,448.784785,2,247.469241,-0.255545426,247.469241,-0.327291437,5
Pieridae,Leucidia brephos,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Lieinix nemesis,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Mathania aureomaculata,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,6
Pieridae,Melete lycimnia,325.05083,1,159.8647,-1.097056546,159.8647,-1.219100301,12
Pieridae,Mylothris chloris,406.52363,2,162.945367,-1.205622012,162.945367,-1.174159497,12
Pieridae,Nathalis iole,763.251472,5,233.805616,-0.688485393,205.167578,-0.980088603,4
Pieridae,Neophasia menapia,325.0504,1,83.3911,-2.291948583,83.3911,-2.164598505,8
Pieridae,Pareronia valeria,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Perrhybris pamela,384.526165,2,208.517148,-0.593693907,208.517148,-0.680916265,5
Pieridae,Phoebis agarithe,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Phoebis argante,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Phoebis sennae,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Pieriballia viardi,384.526165,2,208.517148,-0.593693907,208.517148,-0.680916265,5
Pieridae,Pieris brassicae,548.628965,5,165.0023232,-1.944871232,133.5127256,-3.009452116,5
Pieridae,Pieris napi,466.127195,3,148.4517867,-1.871624854,133.70156,-2.307555611,5
Pieridae,Pieris rapae,548.628965,5,165.0023232,-1.944871232,133.5127256,-3.009452116,5
Pieridae,Pierphulia rosea,325.050395,1,67.0275,-2.074442726,67.0275,-2.242511062,5
Pieridae,Pinacopteryx eriphia,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Pontia beckerii,407.552165,3,168.4935453,-1.369632691,128.4701527,-2.956008566,5
Pieridae,Pontia daplidice,384.526095,2,118.9514,-1.833713669,118.9514,-1.432971484,5
Pieridae,Prioneris thestylis,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Pseudopieris nehemia,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Pseudopontia paradoxa,446.43523,2,237.604248,-0.32046278,237.604248,-0.37293097,2
Pieridae,Pseudopontia zambezi,325.05083,1,57.4918,-2.24002175,57.4918,-2.317711796,2
Pieridae,Pyrisitia lisa,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Pyrisitia proterpia,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Reliquia santamarta,325.050395,1,67.0275,-2.074442726,67.0275,-2.242511062,5
Pieridae,Rhabdodryas trite,443.629754,2,237.158162,-0.427531584,237.158162,-0.364226091,NA
Pieridae,Talbotia naganum,510.910244,3,193.411886,-1.268013198,178.3069297,-1.738120583,5
Pieridae,Tatochila autodice,720.074355,5,216.9971398,-0.889321106,186.4528612,-1.509395202,5
Pieridae,Teracolus subfasciatus,325.050465,1,138.5406,-1.496873134,138.5406,-1.391882353,5
Pieridae,Teriocolias zelia,325.050502,1,192,-0.773400109,192,-0.886740072,7
Pieridae,Zegris eupheme,406.651495,2,163.20188,-1.319554817,163.20188,-1.052873961,5
Pieridae,Zerene cesonia,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Abisara bifasciata,325.050484,1,188,-1.029242829,188,-0.831371958,8
Riodinidae,Abisara burnii,325.050484,1,188,-1.029242829,188,-0.831371958,8
Riodinidae,Abisara geza,325.050484,1,188,-1.029242829,188,-0.831371958,8
Riodinidae,Abisara kausambi,325.050484,1,188,-1.029242829,188,-0.831371958,8
Riodinidae,Anteros formosus,417.314485,2,184.52865,-0.95276529,184.52865,-0.899196679,5
Riodinidae,Apodemia chisosensis,325.050892,1,189.1223,-0.752323687,189.1223,-0.760538946,6
Riodinidae,Apodemia duryi,325.050902,1,31.524908,-2.146444157,31.524908,-2.78430802,2
Riodinidae,Apodemia hepburni,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Apodemia mormo,325.050152,1,88.9723,-1.530500549,88.9723,-1.940131511,6
Riodinidae,Apodemia murphyi,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Apodemia palmerii,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Calephelis nemesis,456.731572,2,263.36209,-0.099255078,263.36209,-0.088331452,12
Riodinidae,Calephelis perditalis,325.050272,1,90.5191,-2.026577494,90.5191,-1.822975629,10
Riodinidae,Calephelis virginiensis,325.050272,1,90.5191,-2.026577494,90.5191,-1.822975629,10
Riodinidae,Calydna sturnula,325.050922,1,90.7909,-1.802280792,90.7909,-1.881276255,12
Riodinidae,Caria ino,460.809982,2,271.51741,-0.092115194,271.51741,0.028280474,4
Riodinidae,Caria mantinea,325.050872,1,142.37061,-1.358891447,142.37061,-1.385595641,11
Riodinidae,Chalodeta lypera,443.629711,2,237.158219,-0.415676617,237.158219,-0.266549424,10
Riodinidae,Charis anius,325.050272,1,90.5191,-2.026577494,90.5191,-1.822975629,10
Riodinidae,Chorinea licursis,325.050612,1,140.3265,-1.205898803,140.3265,-1.795781759,13
Riodinidae,Dachetola azora,325.050922,1,94.848,-1.731836803,94.848,-1.637203363,6
Riodinidae,Detritivora gynaea,460.809122,2,271.5169,0.081732667,271.5169,-0.077240636,10
Riodinidae,Dianesia carteri,437.752392,2,225.40331,-0.54776928,225.40331,-0.490744864,6
Riodinidae,Dodona deodata,325.050484,1,188,-1.029242829,188,-0.831371958,8
Riodinidae,Emesis ares,325.050512,1,80.4628,-2.057024672,80.4628,-2.90510324,NA
Riodinidae,Emesis brimo,564.571107,3,238.7260833,-0.536546474,235.149,-0.404495868,1
Riodinidae,Emesis cypria,325.050792,1,132.124,-1.553923634,132.124,-1.62369963,12
Riodinidae,Emesis emesia,437.752372,2,225.40342,-0.495534842,225.40342,-0.542165365,NA
Riodinidae,Emesis lacrines,1001.483973,7,239.2889737,-0.741448737,219.7422599,-0.196722137,2
Riodinidae,Emesis lucinda,325.050302,1,112.1598,-2.50695674,112.1598,-2.009554456,9
Riodinidae,Emesis mandana,2572.460746,22,242.9622261,-1.098609413,205.8806574,0.341258915,NA
Riodinidae,Emesis ocypore,325.050792,1,132.124,-1.553923634,132.124,-1.62369963,12
Riodinidae,Emesis tegula,456.731602,2,263.36213,-0.044695953,263.36213,0.620764097,12
Riodinidae,Emesis tenedia,325.050792,1,132.124,-1.553923634,132.124,-1.62369963,12
Riodinidae,Emesis zela,437.752012,2,225.40311,-0.494066026,225.40311,-0.491699937,NA
Riodinidae,Eurybia lycisca,325.050952,1,54.2995,-2.85844189,54.2995,-4.234056668,8
Riodinidae,Euselasia chrysippe,325.050735,1,88.4818,-1.998162641,88.4818,-1.867385615,5
Riodinidae,Exoplisia cadmeis,325.050645,1,76.7222,-2.394140677,76.7222,-1.80105635,13
Riodinidae,Hades noctula,584.696818,3,263.705832,0.02783593,255.5867947,-0.01735931,4
Riodinidae,Hamearis lucina,325.050484,1,188,-1.029242829,188,-0.831371958,8
Riodinidae,Helicopis cupido,325.050282,1,99.1432,-2.08219519,99.1432,-1.62615957,9
Riodinidae,Hyphilaria thasus,439.652142,2,229.20202,-0.469669219,229.20202,-0.460356458,12
Riodinidae,Juditha caucana,1427.370431,11,236.4964031,-1.065270208,209.0273827,-0.312532225,10
Riodinidae,Lasaia agesilas,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Lasaia sula,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Lemonias zygia,325.050651,1,123.7924,-1.620257173,123.7924,-1.539543392,6
Riodinidae,Leucochimona icare,460.808862,2,271.51654,0.042473441,271.51654,-0.045789538,4
Riodinidae,Melanis pixe,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Mesene croceella,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Mesene phareus,443.629754,2,237.158162,-0.427531584,237.158162,-0.364226091,13
Riodinidae,Mesosemia grandis,325.050502,1,99.499,-3.401095768,99.499,-1.627869293,4
Riodinidae,Metacharis umbrata,325.050922,1,195.5798,-0.795729414,195.5798,-0.912929921,2
Riodinidae,Napaea eucharila,325.051232,1,63.5784,-1.803135405,63.5784,-2.234679868,4
Riodinidae,Notheme erota,325.050732,1,95.4795,-2.000430702,95.4795,-1.639949991,8
Riodinidae,Nymphidium caricae,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Nymphidium onaeum,440.836557,2,231.571925,-0.467471356,231.571925,-0.4470027,11
Riodinidae,Pachythone gigas,443.62983,2,237.158138,-0.344949006,237.158138,-0.42089804,11
Riodinidae,Pachythone xanthe,0,0,NA,NA,NA,NA,9
Riodinidae,Periplacis pretus,325.050292,1,20.7762,-2.886734447,20.7762,-2.518417158,12
Riodinidae,Perophthalma lasus,325.050502,1,99.499,-3.401095768,99.499,-1.627869293,4
Riodinidae,Polycaena tamerlana,325.050484,1,188,-1.029242829,188,-0.831371958,8
Riodinidae,Praetaxila segecia,325.050484,1,188,-1.029242829,188,-0.831371958,8
Riodinidae,Protonymphidia senta,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Rhetus dysonii,325.050502,1,192,-0.773400109,192,-0.886740072,7
Riodinidae,Saribia perroti,325.050132,1,135.10077,-1.582455571,135.10077,-1.616411111,2
Riodinidae,Sarota myrtea,808.030247,5,248.7323168,-0.443259,238.2723574,-0.105540557,9
Riodinidae,Stichelia bocchoris,325.050735,1,88.4818,-1.998162641,88.4818,-1.867385615,5
Riodinidae,Symmachia rubina,680.066015,4,240.3545748,-0.47018203,233.8584608,-0.319054349,11
Riodinidae,Synargis calyce,559.415574,3,235.2959213,-0.548053585,233.433847,-0.442752342,13
Riodinidae,Taxila haquinus,325.050484,1,188,-1.029242829,188,-0.831371958,8
Riodinidae,Theope publius,697.689165,4,249.7580648,-0.399781565,243.025734,-0.053549768,1
Riodinidae,Theope terambus,325.050922,1,195.5798,-0.795729414,195.5798,-0.912929921,2
Riodinidae,Theope virgilius,1988.550972,16,241.5777411,-1.020681319,210.6401249,-0.016258757,12
Riodinidae,Thisbe irenea,325.050651,1,123.7924,-1.620257173,123.7924,-1.539543392,6
Riodinidae,Thisbe lycorias,325.050502,1,192,-0.773400109,192,-0.886740072,7
